,tag,StemTag,quadrat,sp.x,biannual,intraannual,cored,treeID,stemID,gx,gy,status,NAD83_X,NAD83_Y,lat,lon
507,162355,1,1621, juni,NA,NA,1,23697,23697,318,419.1,A,747693.7,4308933,38.89437,-78.14402
504,162252,1,1622, caco,NA,NA,1,23599,23599,301.1,420.6,A,747676.8,4308934,38.89439,-78.14421
505,162293,1,1623,qual ,1,NA,NA,23639,23639,303,449.4,A,747678,4308963,38.89464,-78.14419
506,162295,1,1623, qual,NA,NA,1,23641,23641,303.4,452.6,A,747678.3,4308966,38.89467,-78.14418
508,162397,1,1624, qual,NA,NA,1,23738,23738,317.9,463.9,D,747692.6,4308978,38.89477,-78.14401
509,162398,1,1624, qual,NA,NA,1,23739,23739,318.6,465.4,A,747693.2,4308979,38.89479,-78.14401
519,162503,1,1624,quve ,1,NA,NA,23838,23838,301.3,472.3,A,747675.8,4308986,38.89485,-78.14421
510,162415,1,1625, qupr,NA,NA,1,23754,23754,319.3,488,A,747693.4,4309002,38.89499,-78.144
511,162415,2,1625, qupr,NA,NA,1,23754,35497,319.3,488,D,747693.4,4309002,38.89499,-78.144
512,162432,1,1626, pist,NA,NA,1,23771,23771,306,511.5,A,747679.6,4309025,38.8952,-78.14415
513,162438,2,1626, qupr,NA,NA,1,23777,35498,319.8,519.3,A,747693.2,4309033,38.89527,-78.14399
514,162438,1,1626, qupr,NA,NA,1,23777,23777,319.8,519.3,A,747693.2,4309033,38.89527,-78.14399
515,162439,1,1627,quru ,1,1,NA,23778,23778,316.3,520.3,A,747689.7,4309034,38.89528,-78.14403
520,162543,1,1627,qual ,1,1,NA,23878,23878,307.5,536.6,A,747680.5,4309050,38.89543,-78.14413
521,162566,1,1628, quve,NA,NA,1,23900,23900,303.6,551.5,A,747676.2,4309065,38.89556,-78.14417
522,162575,1,1629, juni,NA,NA,1,23907,23907,303.3,562.8,A,747675.7,4309076,38.89567,-78.14417
523,162575,2,1629, juni,NA,NA,1,23907,35506,303.3,562.8,A,747675.7,4309076,38.89567,-78.14417
524,162591,1,1629, fram,NA,NA,1,23922,23922,320,570.9,A,747692.2,4309085,38.89574,-78.14398
516,162458,1,1630, fram,NA,NA,1,23796,23796,313.3,598.5,A,747684.9,4309112,38.89599,-78.14406
517,162458,2,1630, fram,NA,NA,1,23796,35499,313.3,598.5,D,747684.9,4309112,38.89599,-78.14406
518,162470,1,1631, fram,NA,NA,1,23808,23808,304.6,606.9,A,747676,4309120,38.89606,-78.14415
525,170175,1,1702,litu ,1,NA,NA,24116,24116,324.7,21.6,A,747709.6,4308536,38.89079,-78.14398
526,170992,1,1704,litu ,1,NA,NA,24845,24845,332.2,75.2,A,747715.9,4308589,38.89127,-78.14389
527,170994,1,1704,litu ,1,NA,1,24846,24846,338.4,76.1,A,747722.1,4308590,38.89128,-78.14381
528,171000,1,1705,rops ,1,NA,NA,24851,24851,336.8,80.6,A,747720.4,4308595,38.89132,-78.14383
529,171127,1,1705,litu ,1,NA,NA,24962,24962,329.3,81.8,A,747712.8,4308596,38.89133,-78.14392
530,171150,1,1706, fagr,NA,NA,1,24982,24982,328.9,104.4,A,747711.9,4308618,38.89154,-78.14392
531,171167,1,1707, quve,NA,NA,1,24998,24998,321,128.2,A,747703.5,4308642,38.89175,-78.14401
533,171247,1,1707,saal ,1,NA,NA,25073,25073,335.4,135.9,A,747717.7,4308650,38.89182,-78.14384
534,171254,1,1708,litu ,1,NA,NA,25080,25080,335.3,143.4,A,747717.4,4308658,38.89189,-78.14384
535,171257,1,1708,litu ,1,NA,NA,25083,25083,332.2,144.5,A,747714.3,4308659,38.8919,-78.14388
536,171262,1,1708,litu ,1,NA,NA,25088,25088,335.9,148.2,A,747717.9,4308662,38.89193,-78.14384
532,171194,1,1709, cato,NA,NA,1,25023,25023,323.4,178.5,A,747704.7,4308692,38.8922,-78.14398
541,171403,1,1710, litu,NA,NA,1,25222,25222,323.4,193.9,A,747704.3,4308708,38.89234,-78.14398
537,171306,1,1712, fagr,NA,NA,1,25131,25131,331,231.3,A,747711.1,4308745,38.89268,-78.14389
538,171314,1,1712,quru ,1,NA,NA,25139,25139,330,239.5,A,747709.9,4308754,38.89275,-78.1439
542,171421,1,1712, fram,NA,NA,1,25240,25240,327.4,230.5,A,747707.5,4308744,38.89267,-78.14393
539,171348,1,1714,ceca ,1,NA,NA,25171,25171,339.4,262.4,A,747718.7,4308777,38.89296,-78.14379
540,171358,1,1714,fram ,1,NA,1,25179,25179,336,274.1,A,747715.1,4308788,38.89306,-78.14382
543,171456,1,1714,acru ,1,NA,NA,25273,25273,320.8,273.4,A,747699.9,4308787,38.89306,-78.144
544,171462,1,1715,qual ,1,NA,NA,25278,25278,327.9,287.5,A,747706.7,4308801,38.89318,-78.14392
545,171505,1,1716,litu ,1,NA,NA,25303,25303,334.1,312.4,A,747712.3,4308827,38.89341,-78.14384
546,171506,1,1716,litu ,1,NA,NA,25304,25304,332,312.9,A,747710.2,4308827,38.89341,-78.14387
553,172201,1,1717,cagl ,1,NA,NA,25503,25503,339.5,321.2,A,747717.5,4308835,38.89349,-78.14378
554,172202,1,1717,quru ,1,1,1,25504,25504,337.1,321.8,A,747715.1,4308836,38.89349,-78.14381
555,172203,1,1717,qual ,1,1,NA,25505,25505,335.5,320.3,A,747713.5,4308834,38.89348,-78.14383
556,172205,1,1717,qual ,1,NA,NA,25507,25507,336.1,323.5,A,747714,4308838,38.89351,-78.14382
557,172210,1,1717, cagl,NA,NA,1,25512,25512,336.3,339.2,A,747713.9,4308853,38.89365,-78.14381
558,172218,1,1718, cagl,NA,NA,1,25520,25520,336.2,350.4,A,747713.5,4308865,38.89375,-78.14381
559,172220,1,1718, litu,NA,NA,1,25522,25522,331.8,353.3,A,747709,4308867,38.89378,-78.14386
547,172036,1,1719, qual,NA,NA,1,25343,25343,328.8,366.6,A,747705.7,4308881,38.8939,-78.1439
548,172036,2,1719, qual,NA,NA,1,25343,35782,328.8,366.6,D,747705.7,4308881,38.8939,-78.1439
560,172229,1,1719, litu,NA,NA,1,25531,25531,331.6,362,A,747708.6,4308876,38.89386,-78.14387
561,172248,1,1719,cato ,1,NA,NA,25549,25549,339.2,379.3,A,747715.8,4308894,38.89401,-78.14378
562,172255,1,1720,qual ,1,1,NA,25555,25555,329.9,381.3,A,747706.5,4308895,38.89403,-78.14388
563,172260,1,1720,qupr ,1,NA,NA,25559,25559,339.4,385.1,A,747715.9,4308899,38.89406,-78.14377
549,172091,1,1721, fram,NA,NA,1,25397,25397,324.6,402.1,A,747700.7,4308916,38.89422,-78.14394
550,172091,2,1721, fram,NA,NA,1,25397,35790,324.6,402.1,D,747700.7,4308916,38.89422,-78.14394
564,172365,1,1722,ulru ,1,NA,NA,25659,25659,339.1,437.6,D,747714.4,4308952,38.89454,-78.14377
551,172154,1,1723,fram ,1,NA,NA,25460,25460,329.6,441.6,A,747704.8,4308956,38.89457,-78.14388
552,172168,1,1723, qual,NA,NA,1,25472,25472,325.5,459,A,747700.3,4308973,38.89473,-78.14393
565,172372,1,1723,ulru ,1,NA,NA,25665,25665,335.4,445.6,D,747710.5,4308960,38.89461,-78.14381
566,172382,1,1723,juni ,1,NA,NA,25675,25675,338.2,454.9,A,747713.1,4308969,38.89469,-78.14378
567,172416,1,1725,nysy ,1,NA,NA,25708,25708,339.9,495.6,A,747713.8,4309010,38.89506,-78.14376
568,172417,1,1725,nysy ,1,NA,NA,25709,25709,340,498.4,A,747713.9,4309013,38.89508,-78.14376
569,172418,1,1725,nysy ,1,NA,NA,25710,25710,340,499.5,A,747713.8,4309014,38.89509,-78.14376
570,172421,1,1725,cagl ,1,NA,NA,25712,25712,334.7,500,A,747708.5,4309014,38.8951,-78.14382
571,172423,1,1726,litu ,1,NA,NA,25714,25714,338.4,501.6,A,747712.2,4309016,38.89511,-78.14377
577,172509,1,1726,quru ,1,NA,NA,25793,25793,327.3,512.2,D,747700.9,4309026,38.89521,-78.1439
578,172517,1,1726, qupr,NA,NA,1,25801,25801,325.9,510.8,A,747699.5,4309025,38.8952,-78.14392
572,172453,1,1727, juni,NA,NA,1,25741,25741,325.8,538.9,A,747698.7,4309053,38.89545,-78.14392
573,172470,1,1728,quru ,1,1,NA,25755,25755,331.1,552,A,747703.7,4309066,38.89557,-78.14385
574,172472,1,1728,fram ,1,NA,NA,25757,25757,339.1,559.3,A,747711.6,4309073,38.89563,-78.14376
579,172542,1,1728, fram,NA,NA,1,25824,25824,330.3,551.5,A,747702.9,4309065,38.89556,-78.14386
575,172493,1,1729, fram,NA,NA,1,25777,25777,328.1,577.8,A,747700.1,4309092,38.8958,-78.14389
580,172556,1,1729,litu ,1,NA,NA,25837,25837,325.1,563.9,A,747697.5,4309078,38.89567,-78.14392
581,172565,1,1729, fram,NA,NA,1,25846,25846,322.2,572.6,A,747694.4,4309086,38.89575,-78.14395
576,172499,1,1730,qual ,1,1,NA,25783,25783,337,583.1,A,747708.9,4309097,38.89585,-78.14378
582,172575,1,1730, fram,NA,NA,1,25855,25855,327.7,588.7,A,747699.5,4309103,38.8959,-78.14389
583,172587,1,1731,fram ,1,NA,NA,25867,25867,330.4,615.4,A,747701.6,4309129,38.89614,-78.14386
584,172624,1,1731,litu ,1,NA,NA,25900,25900,337.1,614.5,A,747708.3,4309129,38.89613,-78.14378
585,172624,3,1731,litu ,1,NA,NA,25900,42993,337.1,614.5,A,747708.3,4309129,38.89613,-78.14378
586,172624,2,1731,litu ,1,NA,NA,25900,42992,337.1,614.5,A,747708.3,4309129,38.89613,-78.14378
587,172626,1,1731,fram ,1,NA,NA,25902,25902,332.5,615.7,A,747703.6,4309130,38.89614,-78.14383
588,172637,1,1732, juni,NA,NA,1,25913,25913,336.6,638.9,A,747707.2,4309153,38.89635,-78.14378
589,180235,1,1802,litu ,1,NA,NA,26127,26127,351,24.6,A,747735.9,4308539,38.89082,-78.14367
590,180341,1,1803, juni,NA,NA,1,26220,26220,358.4,47.6,A,747742.7,4308562,38.89102,-78.14359
593,180728,1,1804,litu ,1,NA,NA,26552,26552,343.1,72.7,A,747726.8,4308587,38.89125,-78.14376
591,180654,1,1805,litu ,1,NA,NA,26485,26485,346,80.3,A,747729.6,4308595,38.89132,-78.14373
592,180691,1,1807,litu ,1,NA,NA,26520,26520,346.2,137.3,A,747728.4,4308652,38.89183,-78.14372
594,180751,1,1807, litu,NA,NA,1,26572,26572,356.4,133.3,A,747738.7,4308648,38.89179,-78.1436
597,180903,1,1808,litu ,1,NA,NA,26694,26694,344.8,142.3,A,747726.9,4308657,38.89188,-78.14373
598,180904,1,1808,litu ,1,NA,NA,26695,26695,342.8,146.5,A,747724.8,4308661,38.89191,-78.14376
599,180906,1,1808, juni,NA,NA,1,26697,26697,346.9,146.2,A,747728.9,4308661,38.89191,-78.14371
595,180778,1,1809, quve,NA,NA,1,26596,26596,352.6,174.1,A,747734,4308689,38.89216,-78.14364
600,180929,1,1809, quve,NA,NA,1,26720,26720,347.6,170.7,A,747729.1,4308685,38.89213,-78.1437
596,180794,1,1811, litu,NA,NA,1,26612,26612,357.8,206.3,A,747738.4,4308721,38.89245,-78.14358
601,180952,1,1811, quru,NA,NA,1,26743,26743,342.6,214.6,A,747723.1,4308729,38.89253,-78.14375
602,180968,1,1812, frni,NA,NA,1,26759,26759,346.4,226.7,A,747726.6,4308741,38.89264,-78.14371
603,180984,1,1813,litu ,1,NA,NA,26774,26774,344,251.8,A,747723.6,4308766,38.89286,-78.14373
604,180984,2,1813,litu ,1,NA,NA,26774,35965,344,251.8,D,747723.6,4308766,38.89286,-78.14373
605,180988,2,1813,acru ,1,NA,NA,26777,35967,343.3,259.5,A,747722.7,4308774,38.89293,-78.14374
606,180988,3,1813,acru ,1,NA,NA,26777,38155,343.3,259.5,A,747722.7,4308774,38.89293,-78.14374
607,180988,1,1813,acru ,1,NA,NA,26777,26777,343.3,259.5,A,747722.7,4308774,38.89293,-78.14374
608,180991,1,1814,ploc ,1,NA,NA,26779,26779,341.5,266.7,A,747720.7,4308781,38.893,-78.14376
609,180996,1,1814, qual,NA,NA,1,26784,26784,343.1,272.2,A,747722.2,4308787,38.89305,-78.14374
610,181030,1,1816,qual ,1,1,NA,26817,26817,345.4,310.6,A,747723.6,4308825,38.89339,-78.14371
611,181033,1,1816,litu ,1,NA,NA,26820,26820,343.4,318.6,A,747721.4,4308833,38.89346,-78.14373
618,182207,1,1817,qual ,1,NA,NA,27118,27118,345.6,331.2,A,747723.3,4308846,38.89358,-78.14371
619,182208,1,1817,quru ,1,NA,NA,27119,27119,344,330.1,A,747721.8,4308844,38.89357,-78.14373
612,182024,1,1818, quve,NA,NA,1,26940,26940,351.6,340.6,A,747729.1,4308855,38.89366,-78.14364
613,182056,1,1819, qupr,NA,NA,1,26971,26971,356.9,370.4,A,747733.7,4308885,38.89393,-78.14357
614,182058,1,1819, pist,NA,NA,1,26973,26973,360,374.8,A,747736.7,4308889,38.89397,-78.14354
615,182060,1,1819, quru,NA,NA,1,26975,26975,356.1,374.2,A,747732.8,4308889,38.89396,-78.14358
620,182248,1,1820,nysy ,1,NA,NA,27159,27159,340.2,381.2,A,747716.8,4308895,38.89403,-78.14377
616,182130,1,1821, quve,NA,NA,1,27042,27042,359,416.4,A,747734.8,4308931,38.89434,-78.14355
621,182279,1,1821, cato,NA,NA,1,27189,27189,344.9,403.6,A,747721,4308918,38.89423,-78.14371
617,182161,1,1822,fram ,1,NA,NA,27072,27072,356.8,423.2,A,747732.4,4308938,38.8944,-78.14357
622,182374,1,1823, fram,NA,NA,1,27284,27284,345.4,442.4,A,747720.6,4308957,38.89458,-78.1437
623,182376,1,1823,ploc ,1,NA,NA,27286,27286,342.9,452.6,A,747717.8,4308967,38.89467,-78.14373
624,182396,1,1824, fram,NA,NA,1,27306,27306,359.9,478.6,A,747734.2,4308993,38.8949,-78.14353
629,182678,1,1828, fram,NA,NA,1,27572,27572,356.6,558.7,A,747729.1,4309073,38.89562,-78.14356
625,182451,1,1829,fram ,1,NA,NA,27358,27358,341.3,561.4,A,747713.7,4309076,38.89565,-78.14374
626,182455,1,1829, fram,NA,NA,1,27362,27362,347.1,563.6,A,747719.5,4309078,38.89567,-78.14367
630,182681,1,1829,litu ,1,NA,NA,27575,27575,353,561,A,747725.4,4309075,38.89565,-78.1436
631,182686,1,1829, quve,NA,NA,1,897,897,355.1,575.9,A,747727.2,4309090,38.89578,-78.14358
632,182686,2,1829, quve,NA,NA,1,897,32080,355.1,575.9,A,747727.2,4309090,38.89578,-78.14358
633,182693,1,1830,litu ,1,NA,NA,27584,27584,355.3,593.2,A,747727,4309108,38.89594,-78.14357
634,182695,1,1830, fagr,NA,NA,1,27586,27586,357.5,598.8,A,747729,4309113,38.89599,-78.14355
627,182491,1,1831,litu ,1,NA,NA,27397,27397,347.6,607.9,A,747718.9,4309122,38.89607,-78.14366
628,182498,1,1831,fram ,1,NA,NA,27403,27403,340.9,618.3,A,747712,4309132,38.89616,-78.14374
635,190018,2,1901, litu,NA,NA,1,27640,36046,364.8,11.1,A,747750,4308526,38.89069,-78.14352
636,190018,1,1901, litu,NA,NA,1,27640,27640,364.8,11.1,A,747750,4308526,38.89069,-78.14352
637,190065,1,1902,litu ,1,NA,NA,27684,27684,378.8,20.4,A,747763.7,4308536,38.89078,-78.14335
638,190067,1,1902,litu ,1,1,NA,27685,27685,379,22.2,A,747763.9,4308537,38.89079,-78.14335
639,190071,1,1902,litu ,1,NA,NA,27689,27689,380,24.3,A,747764.9,4308540,38.89081,-78.14334
640,190074,1,1902, juni,NA,NA,1,27692,27692,370.2,26,A,747755,4308541,38.89083,-78.14345
641,190075,2,1902, litu,NA,NA,1,27693,36055,365.5,30.3,A,747750.2,4308545,38.89087,-78.14351
642,190075,1,1902, litu,NA,NA,1,27693,27693,365.5,30.3,A,747750.2,4308545,38.89087,-78.14351
643,190115,1,1902,litu ,1,NA,NA,27723,27723,364.8,38.6,A,747749.3,4308553,38.89094,-78.14351
644,190413,1,1904,litu ,1,1,NA,28001,28001,374.7,65.6,A,747758.6,4308581,38.89118,-78.1434
645,190426,1,1904,litu ,1,NA,NA,28014,28014,371,76,A,747754.7,4308591,38.89128,-78.14344
646,190429,1,1904,litu ,1,NA,NA,28017,28017,372.5,79.1,A,747756.1,4308594,38.89131,-78.14342
647,190438,1,1905, litu,NA,NA,1,28026,28026,373,93.8,A,747756.2,4308609,38.89144,-78.14341
652,190635,1,1906, fagr,NA,NA,1,28200,28200,367.6,104.8,A,747750.6,4308620,38.89154,-78.14348
653,190655,1,1907,litu ,1,NA,NA,28220,28220,372.9,136.1,A,747755.2,4308651,38.89182,-78.14341
654,190658,1,1907,litu ,1,NA,NA,28222,28222,370.6,136.7,A,747752.8,4308652,38.89182,-78.14344
648,190483,1,1908, juni,NA,NA,1,28070,28070,379.2,156.7,A,747761,4308672,38.892,-78.14334
655,190670,1,1908,litu ,1,NA,NA,28234,28234,368,143.2,A,747750.1,4308658,38.89188,-78.14347
649,190497,1,1909, litu,NA,NA,1,28084,28084,363.6,166.2,A,747745.2,4308681,38.89209,-78.14352
656,190694,1,1909,quru ,1,1,NA,28251,28251,378.2,174.7,A,747759.6,4308690,38.89217,-78.14335
650,190549,1,1911, frni,NA,NA,1,28127,28127,371.6,219.4,A,747751.9,4308734,38.89257,-78.14342
657,190735,1,1911, fram,NA,NA,1,28285,28285,372.1,211,A,747752.6,4308726,38.89249,-78.14341
651,190568,1,1912,juni ,1,NA,NA,28141,28141,362.6,238.8,A,747742.5,4308754,38.89274,-78.14352
658,190774,1,1912, frni,NA,NA,1,28317,28317,378,238.2,A,747757.9,4308753,38.89274,-78.14334
659,190793,1,1914,litu ,1,NA,NA,28335,28335,372.2,261.3,A,747751.6,4308776,38.89295,-78.14341
660,190794,1,1914,quru ,1,NA,NA,28336,28336,370.6,261.4,A,747750,4308776,38.89295,-78.14343
661,190798,1,1914,cagl ,1,NA,NA,28340,28340,372.5,268.4,A,747751.7,4308783,38.89301,-78.1434
662,190807,1,1914, quve,NA,NA,1,28349,28349,379.5,277.3,A,747758.5,4308792,38.89309,-78.14332
668,190907,1,1915, quru,NA,NA,1,28399,28399,362.5,283.6,A,747741.3,4308798,38.89315,-78.14352
663,190830,1,1916, quve,NA,NA,1,28370,28370,378.5,302.4,A,747756.9,4308818,38.89332,-78.14333
664,190834,1,1916,quve ,1,NA,NA,28374,28374,379.1,314,D,747757.2,4308829,38.89342,-78.14332
665,190835,1,1916,litu ,1,NA,NA,28375,28375,380,315.4,A,747758.1,4308831,38.89343,-78.14331
666,190838,1,1916,quru ,1,1,NA,28377,28377,379.1,319.7,A,747757.1,4308835,38.89347,-78.14332
667,190840,1,1916,litu ,1,NA,NA,28379,28379,375,317.2,A,747753.1,4308832,38.89345,-78.14337
669,190929,1,1916, caovl,NA,NA,1,28420,28420,364.8,312.3,A,747743,4308827,38.89341,-78.14349
670,190935,1,1916,quru ,1,NA,NA,28426,28426,369.4,317.1,A,747747.5,4308832,38.89345,-78.14344
671,192008,1,1917,qual ,1,NA,NA,28434,28434,372,322,A,747750,4308837,38.89349,-78.1434
688,192213,1,1917, pist,NA,NA,1,28630,28630,368.4,337.6,A,747746,4308852,38.89363,-78.14344
672,192029,1,1918, qual,NA,NA,1,28453,28453,369.7,357.2,A,747746.8,4308872,38.89381,-78.14343
673,192055,1,1919,qual ,1,NA,NA,28478,28478,374.8,370.1,A,747751.6,4308885,38.89393,-78.14337
689,192239,1,1919, quve,NA,NA,1,28656,28656,367.4,378.1,A,747744.1,4308893,38.894,-78.14345
690,192244,1,1919,qual ,1,1,NA,28661,28661,378.1,376.8,A,747754.8,4308892,38.89399,-78.14333
674,192062,1,1920,qupr ,1,NA,NA,28485,28485,374.4,390.1,A,747750.8,4308905,38.89411,-78.14337
675,192064,1,1920,qupr ,1,NA,NA,28487,28487,378,391.7,A,747754.3,4308907,38.89412,-78.14333
676,192068,1,1920, qupr,NA,NA,1,28491,28491,371.1,394.9,A,747747.4,4308910,38.89415,-78.14341
677,192070,1,1921, qupr,NA,NA,1,28493,28493,378.2,400.4,A,747754.3,4308916,38.8942,-78.14333
678,192074,1,1921, qupr,NA,NA,1,28497,28497,371.5,402.8,A,747747.6,4308918,38.89422,-78.1434
679,192083,1,1921, qupr,NA,NA,1,28506,28506,375.2,412.5,A,747751.1,4308928,38.89431,-78.14336
691,192260,1,1921, fram,NA,NA,1,28677,28677,364.6,405.5,A,747740.6,4308920,38.89424,-78.14348
680,192108,1,1922, qupr,NA,NA,1,28529,28529,377.1,433.9,A,747752.5,4308949,38.8945,-78.14334
681,192110,1,1922,cato ,1,NA,NA,28531,28531,378.4,436.7,A,747753.7,4308952,38.89452,-78.14332
682,192112,1,1922, quru,NA,NA,1,28533,28533,374.3,435.9,A,747749.6,4308951,38.89452,-78.14337
683,192128,1,1923, litu,NA,NA,1,28548,28548,379.2,451.6,A,747754.1,4308967,38.89466,-78.14331
684,192129,1,1923, litu,NA,NA,1,28549,28549,379.9,454.2,A,747754.8,4308969,38.89468,-78.1433
685,192130,1,1923, qupr,NA,NA,1,28550,28550,377,454.7,A,747751.9,4308970,38.89469,-78.14333
686,192133,1,1923,caovl ,1,NA,NA,28553,28553,371.7,442.3,A,747746.9,4308957,38.89458,-78.1434
687,192154,1,1924, fram,NA,NA,1,28573,28573,376.7,476.4,A,747751.1,4308991,38.89488,-78.14334
692,192437,1,1925,litu ,1,1,NA,28848,28848,377,491.5,A,747751,4309007,38.89502,-78.14333
693,192466,1,1926,quru ,1,1,NA,28877,28877,373.3,501.7,A,747747.1,4309017,38.89511,-78.14337
694,192484,1,1926,quru ,1,1,NA,28895,28895,377.4,511.2,A,747751,4309026,38.8952,-78.14332
713,192619,1,1926,quru ,1,1,NA,29017,29017,372.6,508.5,A,747746.2,4309023,38.89517,-78.14338
714,192641,1,1927, fram,NA,NA,1,29037,29037,370.6,528.2,D,747743.8,4309043,38.89535,-78.1434
695,192527,1,1928,litu ,1,NA,NA,28934,28934,371.9,545,A,747744.7,4309060,38.8955,-78.14338
696,192528,1,1928,litu ,1,NA,NA,28935,28935,372.4,549.7,A,747745.1,4309065,38.89554,-78.14338
697,192532,1,1928,fagr ,1,NA,NA,28939,28939,379.2,558.1,A,747751.7,4309073,38.89562,-78.1433
698,192533,1,1928,litu ,1,NA,NA,28940,28940,378.4,557.2,A,747750.9,4309072,38.89561,-78.14331
699,192534,1,1928,litu ,1,NA,NA,28941,28941,373.3,557.4,A,747745.8,4309072,38.89561,-78.14337
715,192666,1,1928, fram,NA,NA,1,29061,29061,363,551.3,A,747735.6,4309066,38.89556,-78.14349
700,192542,1,1929,litu ,1,1,NA,28948,28948,378.9,563.8,A,747751.2,4309079,38.89567,-78.1433
701,192543,1,1929,litu ,1,NA,NA,28949,28949,374.9,564.4,A,747747.2,4309079,38.89567,-78.14335
702,192544,1,1929,litu ,1,1,NA,28950,28950,374.4,561.8,A,747746.8,4309077,38.89565,-78.14335
703,192546,1,1929,litu ,1,NA,NA,28952,28952,377.4,567.3,A,747749.7,4309082,38.8957,-78.14332
704,192548,1,1929,litu ,1,NA,NA,28954,28954,375.3,571.3,A,747747.5,4309086,38.89574,-78.14334
705,192552,1,1929, fram,NA,NA,1,28958,28958,376.7,577.4,A,747748.7,4309092,38.89579,-78.14333
716,192674,1,1929,litu ,1,NA,NA,29069,29069,369.5,562.8,A,747741.9,4309078,38.89566,-78.14341
706,192560,1,1930,qual ,1,1,NA,28965,28965,372.9,599.5,A,747744.4,4309114,38.89599,-78.14337
717,192683,1,1930, fram,NA,NA,1,29078,29078,366.5,588.1,A,747738.3,4309103,38.89589,-78.14344
707,192568,1,1931, fram,NA,NA,1,28972,28972,375.4,609.6,A,747746.7,4309125,38.89608,-78.14334
708,192570,1,1931,fram ,1,NA,NA,28974,28974,376.4,616.3,A,747747.5,4309131,38.89614,-78.14333
709,192583,1,1932, fram,NA,NA,1,28984,28984,377.8,630.9,A,747748.6,4309146,38.89627,-78.14331
710,192588,1,1932, juni,NA,NA,1,28987,28987,372.8,626.9,A,747743.7,4309142,38.89624,-78.14337
711,192592,1,1932, fram,NA,NA,1,28990,28990,368.8,629.6,A,747739.6,4309144,38.89626,-78.14341
712,192594,1,1932, fram,NA,NA,1,28992,28992,369.5,632.3,A,747740.3,4309147,38.89629,-78.1434
718,192697,1,1932, fram,NA,NA,1,29090,29090,360.7,621.1,A,747731.7,4309136,38.89619,-78.14351
719,192707,1,1932, fram,NA,NA,1,29100,29100,362.1,625.1,A,747733,4309140,38.89622,-78.14349
720,200038,3,2001,litu ,1,NA,1,29145,43447,383.6,9.6,A,747768.8,4308525,38.89068,-78.1433
721,200038,1,2001,litu ,1,NA,1,29145,29145,383.6,9.6,A,747768.8,4308525,38.89068,-78.1433
722,200038,3,2001,litu ,1,NA,1,29145,43447,383.6,9.6,A,747768.8,4308525,38.89068,-78.1433
723,200038,2,2001,litu ,1,NA,1,29145,36227,383.6,9.6,A,747768.8,4308525,38.89068,-78.1433
724,200038,2,2001,litu ,1,NA,1,29145,36227,383.6,9.6,A,747768.8,4308525,38.89068,-78.1433
725,200038,1,2001,litu ,1,NA,1,29145,29145,383.6,9.6,A,747768.8,4308525,38.89068,-78.1433
726,200038,3,2001,litu ,1,NA,NA,29145,43447,383.6,9.6,A,747768.8,4308525,38.89068,-78.1433
727,200038,1,2001,litu ,1,NA,NA,29145,29145,383.6,9.6,A,747768.8,4308525,38.89068,-78.1433
728,200038,3,2001,litu ,1,NA,NA,29145,43447,383.6,9.6,A,747768.8,4308525,38.89068,-78.1433
729,200038,2,2001,litu ,1,NA,NA,29145,36227,383.6,9.6,A,747768.8,4308525,38.89068,-78.1433
730,200038,2,2001,litu ,1,NA,NA,29145,36227,383.6,9.6,A,747768.8,4308525,38.89068,-78.1433
731,200038,1,2001,litu ,1,NA,NA,29145,29145,383.6,9.6,A,747768.8,4308525,38.89068,-78.1433
732,200142,1,2002,litu ,1,1,NA,29241,29241,381.3,23.5,A,747766.2,4308539,38.8908,-78.14333
733,200151,1,2002,litu ,1,NA,NA,29250,29250,386.9,24,A,747771.8,4308539,38.89081,-78.14326
734,200168,1,2002, litu,NA,NA,1,29265,29265,382.8,34.6,A,747767.4,4308550,38.8909,-78.14331
735,200188,1,2002, litu,NA,NA,1,29284,29284,387.9,38.2,A,747772.4,4308554,38.89094,-78.14325
736,200389,1,2003, litu,NA,NA,1,29462,29462,388.7,58.2,A,747772.8,4308574,38.89112,-78.14324
744,200613,1,2004,litu ,1,NA,NA,29668,29668,390.1,76.2,A,747773.7,4308592,38.89128,-78.14322
738,200547,1,2005,litu ,1,NA,NA,29606,29606,382.6,81.1,A,747766.1,4308596,38.89132,-78.14331
739,200551,1,2005,litu ,1,1,NA,29610,29610,381,85.3,A,747764.4,4308601,38.89136,-78.14332
740,200553,1,2005,litu ,1,NA,NA,29612,29612,381.2,88.1,A,747764.6,4308603,38.89139,-78.14332
741,200577,1,2007,juni,1,NA,1,29636,29636,386.1,129.6,A,747768.5,4308645,38.89176,-78.14326
742,200578,1,2007, fram,NA,NA,1,29637,29637,389.4,129.4,A,747771.8,4308645,38.89176,-78.14322
743,200586,1,2007,juni ,1,NA,NA,29644,29644,382,133.9,A,747764.3,4308649,38.8918,-78.14331
745,200676,1,2008,litu ,1,NA,NA,29730,29730,392.2,146.9,A,747774.2,4308662,38.89191,-78.14319
746,200812,1,2008,juni ,1,NA,NA,29859,29859,388,141.2,A,747770.1,4308657,38.89186,-78.14324
747,200812,2,2008,juni ,1,NA,NA,29859,36340,388,141.2,D,747770.1,4308657,38.89186,-78.14324
748,200818,1,2008,litu ,1,NA,NA,29865,29865,384.4,143.9,A,747766.5,4308659,38.89189,-78.14328
