"","tag","stemtag","sp","quadrat","treeID","stemID","biannual","intraannual","cored","year.cored","status","lx","ly","gx","gy","NAD83_X","NAD83_Y","lat","lon"
"177",50299,1,"fagr",506,6187,6187,0,0,1,"2010-2011","A",NA,NA,93.9000015258789,102.300003051758,747477.0224,4308610.889,38.89153429,-78.14662937
"178",50301,1,"fagr",505,6189,6189,0,0,1,"2010-2011","A",NA,NA,83.4000015258789,81.1999969482422,747467.0148,4308589.551,38.89134506,-78.14675231
"179",50314,1,"qual",505,6201,6201,0,0,1,"2010-2011","A",NA,NA,87.1999969482422,97,747470.4472,4308605.435,38.89148705,-78.14670706
"180",50322,1,"qual",506,6209,6209,0,0,1,"2010-2011","A",NA,NA,84.0999984741211,100.300003051758,747467.2715,4308608.662,38.89151699,-78.14674247
"181",50323,1,"qupr",506,6210,6210,0,0,1,"2010-2011","A",NA,NA,82.6999969482422,101.800003051758,747465.8371,4308610.129,38.8915306,-78.14675846
"182",50330,1,"fagr",506,6217,6217,0,0,1,"2010-2011","A",NA,NA,89.5,108.099998474121,747472.4891,4308616.585,38.89158684,-78.14667953
"183",50336,1,"caovl",506,6222,6222,0,0,1,"2010-2011","A",NA,NA,83.6999969482422,114.300003051758,747466.5468,4308622.649,38.89164309,-78.14674578
"184",50340,1,"fagr",506,6226,6226,0,0,1,"2010-2011","A",NA,NA,87.6999969482422,117.800003051758,747470.4645,4308626.241,38.89167431,-78.14669936
"185",50356,1,"caovl",507,6242,6242,0,0,1,"2010-2011","A",NA,NA,87.6999969482422,132.100006103516,747470.1328,4308640.537,38.89180307,-78.14669803
"186",50364,1,"qual ",507,6249,6249,1,1,0,NA,"A",4.2,18.1,84.19999695,138.1000061,747466.4945,4308646.454,38.89185735,-78.1467378
"187",50367,1,"qupr",508,6252,6252,0,0,1,"2010-2011","D",NA,NA,90.6999969482422,143,747472.8791,4308651.504,38.891901,-78.14666245
"188",50404,1,"quve",506,6288,6288,0,0,1,"2010-2011","A",NA,NA,95,103.599998474121,747478.092,4308612.214,38.89154592,-78.14661657
"189",50406,1,"litu",506,6290,6290,0,0,1,"2010-2011","A",NA,NA,97.9000015258789,107.099998474121,747480.91,4308615.78,38.89157722,-78.14658284
"190",50433,1,"fagr",507,6316,6316,0,0,1,"2010-2011","A",NA,NA,97.9000015258789,130.300003051758,747480.3718,4308638.974,38.89178612,-78.14658068
"191",50434,1,"qupr",507,6317,6317,0,0,1,"2010-2011","D",NA,NA,98.5,136.699996948242,747480.8231,4308645.386,38.89184371,-78.14657317
"192",50442,1,"caovl",507,6325,6325,0,0,1,"2010-2011","A",NA,NA,89.4000015258789,138.199996948242,747471.6908,4308646.675,38.89185788,-78.14667788
"193",50455,1,"qual",508,6338,6338,0,0,1,"2010-2011","A",NA,NA,99.5,158.5,747481.3171,4308667.204,38.89203993,-78.14655961
"194",50474,1,"litu",509,6356,6356,0,0,1,"2010-2011","D",NA,NA,94.5,178,747475.8661,4308686.582,38.89221588,-78.14661541
"195",50488,1,"caco",510,6369,6369,0,0,1,"2016-2017","D",NA,NA,99.5999984741211,199.399993896484,747480.4683,4308708.095,38.89240821,-78.14655465
"196",50499,1,"quru",511,6380,6380,0,0,1,"2010-2011","A",NA,NA,87.6999969482422,212,747468.2791,4308720.416,38.89252253,-78.14669059
"197",50506,1,"quru",510,6386,6386,0,0,1,"2010-2011","D",NA,NA,81.3000030517578,192.899993896484,747462.324,4308701.172,38.89235101,-78.14676611
"198",50517,1,"qual",511,6397,6397,0,0,1,"2010-2011","A",NA,NA,82.4000015258789,215.199996948242,747462.9063,4308723.492,38.89255173,-78.14675136
"199",50555,1,"litu",513,6435,6435,0,0,1,"2010-2011","A",NA,NA,88.5999984741211,255.800003051758,747468.1628,4308764.225,38.89291686,-78.14667614
"200",50557,1,"fagr",513,6437,6437,0,0,1,"2010-2011","A",NA,NA,89.1999969482422,258.399993896484,747468.7023,4308766.838,38.89294022,-78.14666899
"201",50559,1,"fagr",514,6439,6439,0,0,1,"2010-2011","A",NA,NA,85.5999984741211,267.600006103516,747464.8898,4308775.952,38.89302333,-78.14670961
"202",50563,1,"fagr",514,6443,6443,0,0,1,"2010-2011","A",NA,NA,82.5999984741211,274.899993896484,747461.7213,4308783.18,38.89308928,-78.1467435
"203",50650,1,"litu ",514,6521,6521,1,1,0,NA,"A",19.5,14.9,99.5,274.8999939,747478.6167,4308783.572,38.89308805,-78.14654877
"204",50652,1,"fagr",514,6523,6523,0,0,1,"2010-2011","A",NA,NA,89.0999984741211,274.899993896484,747468.2195,4308783.331,38.8930888,-78.1466686
"205",50654,1,"litu ",514,6525,6525,1,1,0,NA,"A",17.2,19.1,97.19999695,279.1000061,747476.2199,4308787.718,38.89312603,-78.14657488
"206",52010,1,"fagr",517,6562,6562,0,0,1,"2010-2011","A",NA,NA,89.9000015258789,325.700012207031,747467.8408,4308834.136,38.89354617,-78.14665465
"207",52059,1,"caco",518,6610,6610,0,0,1,"2016-2017","D",NA,NA,89.6999969482422,355.799987792969,747466.9425,4308864.223,38.89381722,-78.14665415
"208",52087,1,"quru ",519,6638,6638,1,0,0,NA,"A",1.1,11.1,81.09999847,371.1000061,747457.9899,4308879.32,38.89395561,-78.14675182
"209",52111,1,"qual",520,6662,6662,0,0,1,"2010-2011","A",NA,NA,95.0999984741211,381.399993896484,747471.7472,4308889.942,38.89404734,-78.14658955
"210",52130,1,"fagr",520,6681,6681,0,0,1,"2010-2011","A",NA,NA,85.9000015258789,394.100006103516,747462.255,4308902.425,38.89416237,-78.14669437
"211",52190,1,"quru ",522,6741,6741,1,1,0,NA,"A",16.4,3.4,96.40000153,423.3999939,747472.0725,4308931.96,38.89442543,-78.14657066
"212",52237,1,"litu",523,6787,6787,0,0,1,"2016-2017","D",NA,NA,83.5999984741211,452.299987792969,747458.6055,4308960.556,38.89468659,-78.14671545
"213",52246,1,"litu",524,6796,6796,0,0,1,"2016-2017","D",NA,NA,100,477.899993896484,747474.4071,4308986.529,38.89491591,-78.1465241
"214",52276,1,"quve ",525,6826,6826,1,0,1,"2010-2011","D",7.3,10.7,87.30000305,490.7000122,747461.4136,4308999.031,38.89503209,-78.14666924
"215",52287,1,"quru",526,6837,6837,0,0,1,"2010-2011","A",NA,NA,84,508.5,747457.7016,4309016.75,38.89519261,-78.14670561
"216",52323,1,"qupr",527,6873,6873,0,0,1,"2010-2011","A",NA,NA,98.1999969482422,532.099975585938,747471.3502,4309040.673,38.89540408,-78.14653979
"217",52343,1,"quru",528,6893,6893,0,0,1,"2016-2017","D",NA,NA,96.1999969482422,542.400024414062,747469.1118,4309050.924,38.89549697,-78.14656188
"218",52388,1,"litu",530,6938,6938,0,0,1,"2010-2011","A",NA,NA,87.4000015258789,586.900024414062,747459.2818,4309095.208,38.89589831,-78.14665913
"219",52403,1,"quve",530,6952,6952,0,0,1,"2010-2011","A",NA,NA,86.5999984741211,597.700012207031,747458.2315,4309105.986,38.89599562,-78.14666734
"220",52462,1,"qupr",532,7009,7009,0,0,1,"2010-2011","A",NA,NA,98,630.400024414062,747468.8698,4309138.942,38.89628923,-78.14653294
"221",60016,1,"qual",601,7027,7027,0,0,1,"2010-2011","A",NA,NA,112.900001525879,11.6999998092651,747498.1192,4308520.754,38.8907171,-78.14641889
"222",60023,1,"qupr",602,7034,7034,0,0,1,"2010-2011","A",NA,NA,114.300003051758,22.2999992370605,747499.2729,4308531.384,38.89081245,-78.14640178
"223",60059,1,"cagl",603,7068,7068,0,0,1,"2010-2011","A",NA,NA,114,53.5999984741211,747498.2468,4308562.668,38.89109431,-78.14640232
"224",60060,1,"qual",603,7069,7069,0,0,1,"2010-2011","D",NA,NA,113.300003051758,54.7999992370605,747497.5192,4308563.852,38.89110517,-78.14641027
"225",60078,1,"qual",604,7084,7084,0,0,1,"2010-2011","A",NA,NA,118,77.8000030517578,747501.6843,4308586.955,38.89131193,-78.14635398
"226",60083,1,"litu",604,7089,7089,0,0,1,"2010-2011","A",NA,NA,115.900001525879,79.5999984741211,747499.5431,4308588.705,38.89132829,-78.14637801
"227",60086,1,"fagr",605,7091,7091,0,0,1,"2010-2011","A",NA,NA,110.699996948242,80.8000030517578,747494.3167,4308589.784,38.89133947,-78.14643781
"228",60111,1,"fagr",605,7113,7113,0,0,1,"2010-2011","A",NA,NA,110.400001525879,94.5999984741211,747493.6966,4308603.574,38.89146375,-78.14643998
"229",60116,1,"quru",606,7118,7118,0,0,1,"2010-2011","A",NA,NA,114.400001525879,104.199996948242,747497.4728,4308613.264,38.89154991,-78.146393
"230",60121,1,"qual",606,7123,7123,0,0,1,"2010-2011","A",NA,NA,116.199996948242,107.699996948242,747499.1912,4308616.805,38.89158129,-78.14637193
"231",60124,1,"caovl",606,7126,7126,0,0,1,"2010-2011","A",NA,NA,114.199996948242,115.800003051758,747497.0038,4308624.856,38.89165437,-78.14639422
"232",60125,1,"litu",606,7127,7127,0,0,1,"2010-2011","A",NA,NA,119.599998474121,115.800003051758,747502.4023,4308624.981,38.89165398,-78.146332
"233",60129,1,"fagr",606,7131,7131,0,0,1,"2010-2011","A",NA,NA,109.5,117.400001525879,747492.2679,4308626.347,38.89166912,-78.14644822
"234",60143,1,"quru",607,7145,7145,0,0,1,"2010-2011","A",NA,NA,116.199996948242,133.899993896484,747498.5833,4308642.998,38.89181721,-78.14636949
"235",60145,1,"fagr",607,7147,7147,0,0,1,"2010-2011","A",NA,NA,113,136.100006103516,747495.3332,4308645.123,38.89183725,-78.14640616
"236",60161,1,"qupr ",608,7163,7163,1,0,1,"2010-2011","A",17.5,14.1,117.5,151.6999969,747499.47,4308660.823,38.89197739,-78.14635285
"237",60172,1,"cagl",609,7174,7174,0,0,1,"2010-2011","A",NA,NA,115.400001525879,162.5,747497.1201,4308671.571,38.89207479,-78.14637604
"238",60187,1,"qupr",609,7188,7188,0,0,1,"2010-2011","A",NA,NA,110,171.5,747491.5127,4308680.444,38.89215622,-78.14643742
"239",60210,1,"qual",601,7210,7210,0,0,1,"2010-2011","A",NA,NA,104.199996948242,14.8000001907349,747489.3496,4308523.651,38.89074565,-78.14651884
"240",60252,1,"cagl",604,7249,7249,0,0,1,"2010-2011","A",NA,NA,106.5,60.2000007629395,747490.5957,4308569.093,38.89115429,-78.14648812
"241",60287,1,"litu",605,7282,7282,0,0,1,"2010-2011","A",NA,NA,102.099998474121,89,747485.5288,4308597.783,38.89141393,-78.14653613
"242",60295,1,"fagr",605,7289,7289,0,0,1,"2010-2011","A",NA,NA,103.199996948242,94.1999969482422,747486.5078,4308603.007,38.89146068,-78.14652297
"243",60315,1,"qual",606,7309,7309,0,0,1,"2010-2011","A",NA,NA,101.800003051758,112.199996948242,747484.6906,4308620.969,38.89162286,-78.14653743
"244",60331,1,"qual",607,7325,7325,0,0,1,"2010-2011","A",NA,NA,103.300003051758,128.300003051758,747485.8167,4308637.1,38.89176772,-78.14651864
"245",60333,1,"qupr",607,7327,7327,0,0,1,"2010-2011","A",NA,NA,102.800003051758,129.100006103516,747485.2983,4308637.888,38.89177496,-78.14652433
"246",60339,1,"fagr",607,7333,7333,0,0,1,"2010-2011","A",NA,NA,106.199996948242,127.599998474121,747488.7322,4308636.467,38.89176121,-78.1464853
"247",60345,1,"quru",608,7338,7338,0,0,1,"2010-2011","A",NA,NA,103.800003051758,143.5,747485.964,4308652.307,38.89190455,-78.14651147
"248",60348,1,"qupr",608,7341,7341,0,0,1,"2010-2011","A",NA,NA,104.199996948242,147.399993896484,747486.2734,4308656.216,38.89193964,-78.1465065
"249",60353,1,"quru",608,7346,7346,0,0,1,"2010-2011","A",NA,NA,112.300003051758,153.100006103516,747494.239,4308662.102,38.89199038,-78.14641264
"250",60358,1,"caovl",608,7351,7351,0,0,1,"2010-2011","A",NA,NA,100.099998474121,147.300003051758,747482.1768,4308656.021,38.89193904,-78.14655374
"251",60377,1,"qual",609,7370,7370,0,0,1,"2010-2011","A",NA,NA,102.699996948242,168.899993896484,747484.275,4308677.675,38.89213334,-78.14652178
"252",60386,1,"cagl",609,7378,7378,0,0,1,"2010-2011","A",NA,NA,107.599998474121,177.399993896484,747488.9765,4308686.286,38.89220953,-78.14646453
"253",60414,1,"quru ",611,7401,7401,1,1,0,NA,"D",4.2,0,104.1999969,200,747485.0531,4308708.802,38.89241327,-78.1465016
"254",60426,1,"fagr",612,7413,7413,0,0,1,"2010-2011","A",NA,NA,102.599998474121,223,747482.9199,4308731.758,38.89262049,-78.14651789
"255",60456,1,"caca ",614,7441,7441,1,1,0,NA,"A",5.3,15,105.3000031,275,747484.4129,4308783.807,38.89308853,-78.14648194
"256",60457,1,"caca ",614,7442,7442,1,1,0,NA,"A",4,15.2,104,275.2000122,747483.1086,4308783.977,38.89309042,-78.1464969
"257",60458,1,"fagr ",615,7443,7443,1,1,0,NA,"A",1.9,0,101.9000015,280,747480.8978,4308788.727,38.8931338,-78.14652064
"258",60459,1,"fagr ",615,7444,7444,1,1,0,NA,"A",2,3,102,283,747480.9281,4308791.728,38.8931608,-78.14651921
"259",60462,1,"fagr ",615,7447,7447,1,1,0,NA,"A",5.6,7.6,105.5999985,287.6000061,747484.4205,4308796.41,38.89320196,-78.14647731
"260",60463,1,"juni ",615,7448,7448,1,1,0,NA,"A",7.2,8,107.1999969,288,747486.0107,4308796.847,38.89320545,-78.14645883
"261",60467,1,"fagr",615,7452,7452,0,0,1,"2010-2011","A",NA,NA,101.199996948242,294.700012207031,747479.8569,4308803.406,38.89326621,-78.14652734
"262",60468,1,"caca ",615,7453,7453,1,1,0,NA,"A",5.4,9.6,105.4000015,289.6000061,747484.1741,4308798.405,38.89321998,-78.14647942
"263",60469,1,"cofl ",615,7454,7454,1,1,0,NA,"A",6.8,9.8,106.8000031,289.7999878,747485.5691,4308798.638,38.89322168,-78.14646327
"264",60486,1,"fagr",616,7471,7471,0,0,1,"2010-2011","A",NA,NA,106,315.700012207031,747484.1685,4308824.512,38.89345496,-78.14647008
"265",60507,1,"qual",610,7488,7488,0,0,1,"2016-2017","A",NA,NA,111.5,199.5,747492.3627,4308708.471,38.89240824,-78.14641753
"266",60522,1,"quru",611,7502,7502,0,0,1,"2010-2011","A",NA,NA,113.199996948242,216.699996948242,747493.6632,4308725.706,38.89256299,-78.14639634
"267",60549,1,"quve",613,7529,7529,0,0,1,"2010-2011","A",NA,NA,115.599998474121,248.100006103516,747495.3341,4308757.153,38.89284556,-78.14636576
"268",60550,1,"quru",613,7530,7530,0,0,1,"2010-2011","A",NA,NA,119.400001525879,250,747499.089,4308759.141,38.89286239,-78.1463218
"269",60562,1,"fagr ",614,7541,7541,1,1,0,NA,"A",19,8.7,119,268.7000122,747498.2553,4308777.826,38.8930308,-78.14632467
"270",60563,1,"caca ",614,7542,7542,1,1,0,NA,"A",14.2,13.2,114.1999969,273.2000122,747493.3522,4308782.214,38.89307167,-78.14637956
"271",60566,1,"fagr ",614,7545,7545,1,1,0,NA,"A",10,11,110,271,747489.2044,4308779.917,38.89305217,-78.14642815
"272",60567,1,"litu ",614,7546,7546,1,1,0,NA,"A",11.6,11.2,111.5999985,271.2000122,747490.7993,4308780.154,38.89305385,-78.1464097
"273",60568,1,"caca ",614,7547,7547,1,1,0,NA,"A",15.5,15.6,115.5,275.6000061,747494.5962,4308784.643,38.89309319,-78.14636436
"274",60569,1,"caca ",614,7548,7548,1,1,0,NA,"A",19.4,16.2,119.4000015,276.2000122,747498.4812,4308785.334,38.8930983,-78.14631936
"275",60570,1,"caco ",614,7549,7549,1,1,0,NA,"D",15.2,16.7,115.1999969,276.7000122,747494.2707,4308785.736,38.89310311,-78.14636771
"276",60571,1,"caca ",614,7550,7550,1,1,0,NA,"A",12,17.4,112,277.3999939,747491.0554,4308786.362,38.89310965,-78.14640451
"277",60573,1,"tiam ",614,7552,7552,1,1,0,NA,"A",8.5,16.3,108.5,276.2999878,747487.5818,4308785.181,38.8931,-78.14644494
"278",60576,1,"caca ",615,7555,7555,1,1,0,NA,"A",17.1,1,117.0999985,281,747496.0705,4308790.079,38.89314169,-78.14634542
"279",60577,1,"litu ",615,7556,7556,1,1,0,NA,"A",12.7,1.4,112.6999969,281.3999939,747491.6624,4308790.377,38.89314562,-78.14639608
"280",60578,1,"caca ",615,7557,7557,1,1,0,NA,"A",13.2,9.9,113.1999969,289.8999939,747491.9651,4308798.886,38.89322212,-78.14638952
"281",60579,1,"caca ",615,7558,7558,1,1,0,NA,"A",16.8,4,116.8000031,284,747495.701,4308793.071,38.89316873,-78.14634859
"282",60581,1,"litu ",615,7560,7560,1,1,0,NA,"A",19.8,9.3,119.8000031,289.2999878,747498.5772,4308798.439,38.89321623,-78.14631353
"283",60582,1,"quru ",615,7561,7561,1,1,0,NA,"A",20,10.2,120,290.2000122,747498.7563,4308799.344,38.89322432,-78.14631115
"284",60586,1,"caca ",615,7565,7565,1,1,0,NA,"A",16.2,9.3,116.1999969,289.2999878,747494.9782,4308798.356,38.8932165,-78.14635501
"285",60587,1,"caca ",615,7566,7566,1,1,0,NA,"A",14,9.8,114,289.7999878,747492.7672,4308798.805,38.89322116,-78.14638032
"286",60588,1,"caco ",615,7567,7567,1,1,0,NA,"A",13.4,7.3,113.4000015,287.2999878,747492.2253,4308796.291,38.89319869,-78.14638746
"287",62007,1,"quve",617,7586,7586,0,0,1,"2010-2011","A",NA,NA,101.199996948242,328.399993896484,747479.0751,4308837.097,38.89356966,-78.1465242
"288",62019,1,"quru",617,7598,7598,0,0,1,"2010-2011","A",NA,NA,119,329.799987792969,747496.8378,4308838.91,38.89358097,-78.14631898
"289",62100,1,"cato",619,7678,7678,0,0,1,"2016-2017","D",NA,NA,100.800003051758,365.100006103516,747477.8238,4308873.778,38.89390015,-78.14652539
"290",62128,1,"quru ",620,7706,7706,1,1,0,NA,"A",8,0.8,108,380.7999878,747484.6576,4308889.641,38.894041,-78.14644097
"291",62148,1,"qual",620,7726,7726,0,0,1,"2010-2011","A",NA,NA,110.400001525879,394.799987792969,747486.7322,4308903.693,38.89416689,-78.14641201
"292",62181,1,"quve ",621,7759,7759,1,0,0,NA,"A",8.8,13.5,108.8000031,413.5,747484.6988,4308922.351,38.89433538,-78.14642871
"293",62224,1,"litu ",622,7801,7801,1,1,0,NA,"A",3.2,17.3,103.1999969,437.2999878,747478.5482,4308946.014,38.8945501,-78.14649101
"294",62241,1,"litu ",623,7818,7818,1,0,0,NA,"A",13.9,0.7,113.9000015,440.7000122,747489.1664,4308949.662,38.89457993,-78.14636741
"295",62248,1,"litu",623,7825,7825,0,0,1,"2010-2011","A",NA,NA,120,458.600006103516,747494.8495,4308967.698,38.89474067,-78.14629545
"296",62281,1,"quru",624,7858,7858,0,0,1,"2010-2011","A",NA,NA,103.199996948242,472.299987792969,747477.7362,4308981.005,38.89486525,-78.14648775
"297",62369,1,"cato",628,7945,7945,0,0,1,"2016-2017","D",NA,NA,114,551.900024414062,747486.6866,4309060.834,38.89558122,-78.14635589
"298",62372,1,"quru",628,7948,7948,0,0,1,"2010-2011","A",NA,NA,115.199996948242,556.900024414062,747487.7703,4309065.861,38.89562615,-78.1463416
"299",62373,1,"qupr",628,7949,7949,0,0,1,"2010-2011","A",NA,NA,114,552.400024414062,747486.675,4309061.334,38.89558572,-78.14635585
"300",62417,1,"quve ",630,7992,7992,1,0,0,NA,"A",8.9,17,108.9000015,597,747480.5417,4309105.804,38.89598769,-78.14641046
"301",62449,1,"qual ",632,8020,8020,1,0,0,NA,"A",18.7,3.9,118.6999969,623.9000244,747489.715,4309132.924,38.8962292,-78.14629503
"302",62454,1,"quve ",632,8025,8025,1,0,0,NA,"A",14.7,18.8,114.6999969,638.7999878,747485.3704,4309147.727,38.89636365,-78.14633973
"303",70018,1,"fagr",701,8055,8055,0,0,1,"2010-2011","A",NA,NA,128.399993896484,17,747513.492,4308526.412,38.8907637,-78.14623982
"304",70065,1,"cagl",703,8097,8097,0,0,1,"2010-2011","A",NA,NA,125.800003051758,48.5,747510.162,4308557.843,38.89104753,-78.14626684
"305",70069,1,"qual",703,8101,8101,0,0,1,"2010-2011","A",NA,NA,124.900001525879,51.4000015258789,747509.1949,4308560.722,38.89107371,-78.14627694
"306",70083,1,"qupr",704,8114,8114,0,0,1,"2010-2011","A",NA,NA,126.099998474121,62.2999992370605,747510.1417,4308571.647,38.89117177,-78.14626209
"307",70096,1,"quru",704,8126,8126,1,1,1,"2010-2011","A",3.3,12.7,123.3000031,72.69999695,747507.1012,4308581.979,38.89126562,-78.14629339
"308",70126,1,"quru",705,8152,8152,1,1,1,"2010-2011","A",9.3,12.5,129.3000031,92.5,747512.6403,4308601.913,38.89144347,-78.14622241
"309",70148,1,"qupr",706,8168,8168,0,0,1,"2010-2011","A",NA,NA,125.300003051758,106.400001525879,747508.3189,4308615.716,38.89156892,-78.1462672
"310",70152,1,"cagl",706,8172,8172,0,0,1,"2010-2011","A",NA,NA,121.300003051758,108.5,747504.2712,4308617.723,38.89158812,-78.1463131
"311",70162,1,"caovl",706,8182,8182,0,0,1,"2010-2011","A",NA,NA,126,119.800003051758,747508.7078,4308629.129,38.89168953,-78.14625789
"312",70180,1,"fagr",707,8199,8199,0,0,1,"2010-2011","A",NA,NA,133.100006103516,137.399993896484,747515.3976,4308646.889,38.89184749,-78.14617445
"313",70181,1,"litu ",707,8200,8200,1,0,0,NA,"A",13.3,17.2,132.1000061,139,747514.3608,4308648.465,38.89186197,-78.14618582
"314",70182,1,"fagr",707,8201,8201,0,0,1,"2010-2011","A",NA,NA,126.5,139.399993896484,747508.753,4308648.735,38.89186598,-78.1462503
"315",70198,1,"qupr",708,8217,8217,0,0,1,"2010-2011","A",NA,NA,124.900001525879,157.600006103516,747506.7312,4308666.893,38.89202998,-78.14626704
"316",70216,1,"quve ",701,8234,8234,1,0,0,NA,"A",18.7,11.6,138.6999969,11.60000038,747523.9146,4308521.253,38.89071433,-78.14612165
"317",70220,1,"qual ",702,8238,8238,1,1,0,NA,"A",18.3,0.8,138.3000031,20.79999924,747523.3012,4308530.441,38.8907972,-78.1461254
"318",70228,1,"quve",702,8246,8246,0,0,1,"2016-2017","D",NA,NA,135.600006103516,30.2999992370605,747520.3816,4308539.876,38.89088293,-78.14615562
"319",70256,1,"cagl",703,8273,8273,0,0,1,"2010-2011","A",NA,NA,140,50.4000015258789,747524.3141,4308560.072,38.8910636,-78.14610305
"320",70269,1,"cagl",704,8285,8285,0,0,1,"2010-2011","A",NA,NA,133.899993896484,68.9000015258789,747517.7865,4308578.426,38.89123063,-78.14617161
"321",70278,1,"qupr ",704,8293,8293,1,0,0,NA,"A",15.6,15.4,135.6000061,75.40000153,747519.3353,4308584.964,38.89128903,-78.14615142
"322",70292,1,"cagl ",705,8303,8303,1,0,0,NA,"A",14.6,2.1,134.6000061,82.09999847,747518.1801,4308591.639,38.89134944,-78.14616232
"323",70308,1,"qupr",705,8316,8316,0,0,1,"2010-2011","A",NA,NA,139.600006103516,97.0999984741211,747522.8308,4308606.75,38.89148414,-78.14610331
"324",70332,1,"cagl",706,8339,8339,0,0,1,"2010-2011","A",NA,NA,138.399993896484,112.099998474121,747521.2831,4308621.719,38.89161929,-78.14611574
"325",70334,1,"qupr",706,8341,8341,0,0,1,"2010-2011","A",NA,NA,135.600006103516,119.599998474121,747518.3099,4308629.152,38.89168703,-78.1461473
"326",70352,1,"litu ",707,8357,8357,1,0,0,NA,"A",20,11,138.5,131,747520.9446,4308640.616,38.89178947,-78.14611282
"327",70356,1,"caca ",707,8361,8361,1,0,0,NA,"A",17.5,17.7,137.5,137.6999969,747519.7895,4308647.291,38.89184987,-78.14612372
"328",70357,1,"cagl ",708,8362,8362,1,0,0,NA,"D",7.6,18.4,139.6999969,140.1000061,747521.9332,4308649.741,38.89187132,-78.14609815
"329",70358,1,"litu ",708,8363,8363,1,0,0,NA,"A",18.1,2.3,138.3999939,142,747520.5894,4308651.611,38.89188853,-78.14611295
"330",70371,1,"qual",708,8375,8375,0,0,1,"2010-2011","A",NA,NA,137.300003051758,153.600006103516,747519.2206,4308663.182,38.89199306,-78.14612454
"331",70407,1,"quru",709,8410,8410,0,0,1,"2010-2011","A",NA,NA,126.099998474121,165.399993896484,747507.7499,4308674.719,38.89210013,-78.14625249
"332",70421,1,"quru",709,8424,8424,0,0,1,"2010-2011","A",NA,NA,128.800003051758,179.5,747510.1221,4308688.878,38.89222689,-78.14622007
"333",70433,1,"litu",710,8436,8436,1,0,1,"2010-2011","A",11.4,13.8,131.3999939,193.8000031,747512.3896,4308703.234,38.89235547,-78.14618878
"334",70444,1,"qupr",711,8447,8447,0,0,1,"2010-2011","A",NA,NA,129.199996948242,206.399993896484,747509.8979,4308715.78,38.89246908,-78.14621295
"335",70469,1,"litu",712,8472,8472,0,0,1,"2016-2017","D",NA,NA,132.399993896484,237,747512.3871,4308746.446,38.89274438,-78.14617323
"336",70471,1,"qual",712,8474,8474,0,0,1,"2010-2011","A",NA,NA,136.5,237.100006103516,747516.4837,4308746.641,38.89274499,-78.14612598
"337",70492,1,"nysy ",714,8495,8495,1,1,0,NA,"A",0.1,11.2,120.0999985,271.2000122,747499.297,4308780.351,38.89305323,-78.14631176
"338",70493,1,"litu ",714,8496,8496,1,1,0,NA,"A",0.3,15.2,120.3000031,275.2000122,747499.4042,4308784.355,38.89308923,-78.14630909
"339",70494,1,"caca ",714,181,181,1,1,0,NA,"A",0.4,15.7,120.4000015,275.7000122,747499.4926,4308784.857,38.89309373,-78.14630789
"341",70494,2,"caca ",714,181,31371,1,1,0,NA,"A",0.4,15.7,120.4000015,275.7000122,747499.4926,4308784.857,38.89309373,-78.14630789
"343",70495,1,"caca ",714,8497,8497,1,1,0,NA,"A",1.7,18.6,121.6999969,278.6000061,747500.7249,4308787.786,38.89311975,-78.14629264
"344",70502,1,"quru",710,8504,8504,0,0,1,"2010-2011","A",NA,NA,137.800003051758,180.399993896484,747519.0988,4308689.986,38.89223434,-78.14611629
"345",70519,1,"qual",711,8520,8520,1,1,1,"2010-2011","A",15.5,3.3,135.5,203.3000031,747516.2681,4308712.827,38.89244071,-78.14614065
"346",70535,1,"qual",711,8536,8536,0,0,1,"2010-2011","D",NA,NA,135.199996948242,215.899993896484,747515.6759,4308725.416,38.89255419,-78.14614293
"347",70536,1,"qual",711,8537,8537,1,1,1,"2010-2011","A",11.9,7.4,131.8999939,207.3999939,747512.574,4308716.842,38.89247789,-78.14618175
"348",70559,1,"qual",712,8559,8559,0,0,1,"2010-2011","A",NA,NA,139.699996948242,233.300003051758,747519.771,4308742.916,38.89271054,-78.14608946
"349",70579,1,"caco ",714,8578,8578,1,0,0,NA,"A",19.2,4.3,139.1999969,264.2999878,747518.552,4308773.896,38.89298971,-78.14609234
"350",70581,1,"quru ",714,8580,8580,1,1,0,NA,"A",13.7,1.2,133.6999969,261.2000122,747513.1254,4308770.669,38.8929622,-78.146156
"351",70588,1,"quve ",714,8587,8587,1,0,0,NA,"D",16.2,5.2,136.1999969,265.2000122,747515.5319,4308774.726,38.89299803,-78.14612682
"352",70599,1,"fram",715,8598,8598,0,0,1,"2016-2017","D",NA,NA,139.800003051758,283.799987792969,747518.6994,4308793.405,38.89316525,-78.14608361
"353",70601,1,"qual",715,8600,8600,0,0,1,"2016-2017","D",NA,NA,138.899993896484,286.399993896484,747517.7393,4308795.983,38.89318873,-78.14609373
"354",70602,1,"qual",715,8601,8601,0,0,1,"2010-2011","A",NA,NA,138.399993896484,286.700012207031,747517.2325,4308796.272,38.89319147,-78.14609947
"355",70622,1,"caco",716,8620,8620,0,0,1,"2010-2011","D",NA,NA,134.300003051758,316.899993896484,747512.433,4308826.368,38.8934637,-78.14614389
"356",70626,1,"cagl",716,8624,8624,0,0,1,"2016-2017","D",NA,NA,131.100006103516,311.299987792969,747509.3638,4308820.696,38.89341351,-78.14618128
