"tag","stemtag","quadrat","survey.ID","year","month","day","biannual","intraannual","sp","lx","ly","measure","codes","notes","status","field.recorders","data.enter","stemID","treeID","dendDiam","dbh","new.band","dendroID","type","dir","dendHt","crown.condition","crown.illum","lianas","measureID","location","area","previous_measure"
121275,1,1209,NA,NA,NA,NA,1,1,"qupr",1.7,16.9,NA,NA,NA,NA,NA,NA,16370,16370,NA,256,NA,518,2,NA,1.15,NA,NA,NA,NA,"South","2",36.17
121291,1,1210,NA,NA,NA,NA,1,0,"qupr",2.8,9.4,NA,NA,NA,NA,NA,NA,16386,16386,467,460,NA,1125,2,NA,1.35,NA,NA,NA,NA,"South","2",60.33
121301,1,1211,NA,NA,NA,NA,1,1,"caovl",1.2,2.5,NA,NA,NA,NA,NA,NA,16396,16396,NA,241.3,NA,349,2,NA,1.35,NA,NA,NA,NA,"South","2",28.13
121305,1,1211,NA,NA,NA,NA,1,1,"quru",1.1,11.2,NA,NA,NA,NA,NA,NA,16400,16400,NA,753.8,NA,350,2,NA,1.4,NA,NA,NA,NA,"South","2",51.16
121367,1,1216,NA,NA,NA,NA,1,0,"nysy",4.6,10.8,NA,NA,NA,NA,NA,NA,16460,16460,NA,255.6,NA,519,2,NA,1.31,NA,NA,NA,NA,"North","5",101.64
121374,1,1216,NA,NA,NA,NA,1,1,"juni",0.7,18.5,NA,NA,NA,NA,NA,NA,16466,16466,371,310.4,NA,1153,2,NA,1.4,NA,NA,NA,NA,"North","5",19.37
121438,1,1215,NA,NA,NA,NA,1,0,"caco",19.1,6.5,NA,NA,NA,NA,NA,NA,16509,16509,NA,393,NA,989,2,NA,1.4,NA,NA,NA,NA,"South","3",66.84
122006,1,1217,NA,NA,NA,NA,1,1,"acru",9.9,8.3,NA,NA,NA,NA,NA,NA,16543,16543,NA,395.9,NA,352,2,NA,1.3,NA,NA,NA,NA,"North","5",43.97
122009,1,1217,NA,NA,NA,NA,1,1,"acru",1.2,4.1,NA,NA,NA,NA,NA,NA,16546,16546,NA,277,NA,353,2,NA,1.25,NA,NA,NA,NA,"North","5",46.93
122120,1,1220,NA,NA,NA,NA,1,0,"qual",2.6,0.6,NA,NA,NA,NA,NA,NA,16654,16654,NA,305.8,NA,354,2,NA,1.3,NA,NA,NA,NA,"North","5",47.68
122121,1,1220,NA,NA,NA,NA,1,0,"pist",1.6,2.3,NA,NA,NA,NA,NA,NA,16655,16655,NA,271.5,NA,812,2,NA,1.3,NA,NA,NA,NA,"North","5",74.21
122136,1,1220,NA,NA,NA,NA,1,1,"quru",5.5,7.6,NA,NA,NA,NA,NA,NA,16665,16665,NA,587.7,NA,843,2,NA,1.3,NA,NA,NA,NA,"North","5",52.77
122150,1,1221,NA,NA,NA,NA,1,0,"pist",0.8,0.7,NA,NA,NA,NA,NA,NA,16679,16679,340,340,NA,1105,2,NA,1.4,NA,NA,NA,NA,"North","5",13.36
122154,1,1221,NA,NA,NA,NA,1,0,"pist",5.8,5.2,NA,NA,NA,NA,NA,NA,16683,16683,146,148,NA,1106,2,NA,1.4,NA,NA,NA,NA,"North","5",4.56
122184,1,1222,NA,NA,NA,NA,1,1,"pist",2.9,13.9,NA,NA,NA,NA,NA,NA,16710,16710,NA,217.8,NA,358,2,NA,1.3,NA,NA,NA,NA,"North","5",28.01
122185,1,1222,NA,NA,NA,NA,1,0,"pist",5.6,14.9,NA,NA,NA,NA,NA,NA,16711,16711,NA,149.3,NA,612,2,NA,1.35,NA,NA,NA,NA,"North","5",6.04
122189,1,1222,NA,NA,NA,NA,1,1,"qual",5.5,19.5,NA,NA,NA,NA,NA,NA,16715,16715,NA,665.1,NA,359,2,NA,1.3,NA,NA,NA,NA,"North","5",22.43
122248,1,1222,NA,NA,NA,NA,1,0,"qual",10.5,13.1,NA,NA,NA,NA,NA,NA,16767,16767,NA,559,NA,990,2,NA,1.25,NA,NA,NA,NA,"North","5",100.87
122303,1,1223,NA,NA,NA,NA,1,1,"qual",1.9,8.5,NA,NA,NA,NA,NA,NA,16814,16814,NA,624.3,NA,360,2,NA,1.3,NA,NA,NA,NA,"North","5",23.39
122343,1,1225,NA,NA,NA,NA,1,1,"qual",10.7,14.4,NA,NA,NA,NA,NA,NA,16851,16851,651,638,NA,1107,2,NA,1.4,NA,NA,NA,NA,"North","8",62.48
122427,1,1227,NA,NA,NA,NA,1,1,"qual",17,15.6,NA,NA,NA,NA,NA,NA,16878,16878,NA,832.7,NA,844,2,NA,1.23,NA,NA,NA,NA,"North","8",104.66
122439,1,1228,NA,NA,NA,NA,1,0,"cagl",12.6,13,NA,NA,NA,NA,NA,NA,16889,16889,NA,179,NA,522,2,NA,1.3,NA,NA,NA,NA,"North","8",38.74
122450,1,1225,NA,NA,NA,NA,1,0,"ulru",3,19.1,NA,NA,NA,NA,NA,NA,44444,31862,NA,246,NA,542,2,NA,1.3,NA,NA,NA,NA,"North","8",56.05
122458,1,1226,NA,NA,NA,NA,1,0,"cagl",4.6,4.9,NA,NA,NA,NA,NA,NA,16907,16907,NA,233,NA,942,2,NA,1.2,NA,NA,NA,NA,"North","8",29.4
122482,1,1228,NA,NA,NA,NA,1,1,"litu",14.5,2.4,NA,NA,NA,NA,NA,NA,16931,16931,NA,562.4,NA,613,2,NA,1.3,NA,NA,NA,NA,"North","8",22.59
122486,1,1228,NA,NA,NA,NA,1,0,"litu",2.7,17,NA,NA,NA,NA,NA,NA,16935,16935,NA,620.3,NA,367,2,NA,1.3,NA,NA,NA,NA,"North","8",64.64
122489,1,1229,NA,NA,NA,NA,1,0,"cagl",2.8,4.3,NA,NA,NA,NA,NA,NA,16938,16938,NA,282.1,NA,368,2,NA,1.3,NA,NA,NA,NA,"North","8",80.35
122492,1,1229,NA,NA,NA,NA,1,0,"litu",2.5,11.5,NA,NA,NA,NA,NA,NA,16941,16941,NA,502.8,NA,647,2,NA,1.3,NA,NA,NA,NA,"North","8",93.35
122522,1,1232,NA,NA,NA,NA,1,0,"litu",3.4,17.4,NA,NA,NA,NA,NA,NA,16969,16969,NA,424.6,NA,523,2,NA,1.34,NA,NA,NA,NA,"North","8",17.03
122561,1,1231,NA,NA,NA,NA,1,0,"litu",0,10.5,NA,NA,NA,NA,NA,NA,16983,16983,NA,664.7,NA,370,2,NA,1.3,NA,NA,NA,NA,"North","8",81.01
130348,1,1302,NA,NA,NA,NA,1,0,"litu",19.9,1.9,NA,NA,NA,NA,NA,NA,17329,17329,NA,578.3,NA,640,2,NA,1.45,NA,NA,NA,NA,"South","1",86.13
130838,1,1305,NA,NA,NA,NA,1,1,"litu",12.2,1,NA,NA,NA,NA,NA,NA,17779,17779,NA,652.4,NA,845,2,NA,1.36,NA,NA,NA,NA,"South","2",100.21
131009,1,1308,NA,NA,NA,NA,1,0,"quve",13.9,0.7,NA,NA,NA,NA,NA,NA,17936,17936,NA,757.6,NA,813,2,NA,1.35,NA,NA,NA,NA,"South","2",94.27
131087,1,1310,NA,NA,NA,NA,1,1,"quru",17.3,17.8,NA,NA,NA,NA,NA,NA,18013,18013,NA,665,NA,770,2,NA,1.21,NA,NA,NA,NA,"South","2",131.93
131092,1,1311,NA,NA,NA,NA,1,0,"litu",13.1,2.7,NA,NA,NA,NA,NA,NA,18018,18018,NA,472.9,NA,786,2,NA,1.3,NA,NA,NA,NA,"South","2",126.26
131096,1,1311,NA,NA,NA,NA,1,0,"litu",19,4.7,NA,NA,NA,NA,NA,NA,18022,18022,NA,280.8,NA,150,2,NA,1.22,NA,NA,NA,NA,"South","2",21.5
131188,1,1313,NA,NA,NA,NA,1,0,"litu",10,15.3,NA,NA,NA,NA,NA,NA,18113,18113,NA,586.3,NA,814,2,NA,1.35,NA,NA,NA,NA,"South","3",117.38
131233,1,1313,NA,NA,NA,NA,1,0,"litu",18.3,19.6,NA,NA,NA,NA,NA,NA,18158,18158,NA,301.6,NA,154,2,NA,1.31,NA,NA,NA,NA,"South","3",104.68
131239,1,1314,NA,NA,NA,NA,1,1,"quru",19.5,5.7,NA,NA,NA,NA,NA,NA,18164,18164,NA,587.1,NA,735,2,NA,1.47,NA,NA,NA,NA,"South","3",131.97
131364,1,1316,NA,NA,NA,NA,1,1,"acru",12,12.9,NA,NA,NA,NA,NA,NA,18286,18286,NA,460,NA,943,2,NA,1.5,NA,NA,NA,NA,"North","5",112.98
131422,1,1316,NA,NA,NA,NA,1,0,"caco",13.4,9.6,NA,NA,NA,NA,NA,NA,18325,18325,154,139,NA,1108,2,NA,1.4,NA,NA,NA,NA,"North","5",46.09
132077,1,1319,NA,NA,NA,NA,1,1,"qual",9.9,15.9,NA,NA,NA,NA,NA,NA,18414,18414,NA,592.4,NA,771,2,NA,1.45,NA,NA,NA,NA,"North","5",44.1
132171,1,1320,NA,NA,NA,NA,1,0,"litu",13.7,6.7,NA,NA,NA,NA,NA,NA,18501,18501,NA,522.3,NA,772,2,NA,1.39,NA,NA,NA,NA,"North","5",111.77
132280,1,1324,NA,NA,NA,NA,1,0,"fram",6.1,18.2,NA,NA,NA,NA,NA,NA,18603,18603,109,112,NA,1166,2,NA,1.4,NA,NA,NA,NA,"North","5",20.06
132302,1,1321,NA,NA,NA,NA,1,0,"quru",13,14.4,NA,NA,NA,NA,NA,NA,18624,18624,927,951,NA,1165,2,NA,1.4,NA,NA,NA,NA,"North","5",NA
132311,1,1322,NA,NA,NA,NA,1,0,"qual",12.9,14.2,NA,NA,NA,NA,NA,NA,18633,18633,NA,536.5,NA,737,2,NA,1.47,NA,NA,NA,NA,"North","5",59.41
132321,1,1323,NA,NA,NA,NA,1,0,"quru",17.6,1,NA,NA,NA,NA,NA,NA,18643,18643,NA,628.9,NA,165,2,NA,1.38,NA,NA,NA,NA,"North","5",29.89
132371,1,1325,NA,NA,NA,NA,1,0,"quru",19.9,12.9,NA,NA,NA,NA,NA,NA,18692,18692,NA,752,NA,909,2,NA,1.4,NA,NA,NA,NA,"North","8",74.33
132529,1,1329,NA,NA,NA,NA,1,0,"litu",16.6,13.2,NA,NA,NA,NA,NA,NA,18822,18822,NA,872.5,NA,718,2,NA,1.29,NA,NA,NA,NA,"North","8",112.42
132539,1,1331,NA,NA,NA,NA,1,1,"litu",15,15.9,NA,NA,NA,NA,NA,NA,18832,18832,NA,604.5,NA,773,2,NA,1.37,NA,NA,NA,NA,"North","8",87.31
132542,1,1332,NA,NA,NA,NA,1,0,"quve",15.4,2.9,NA,NA,NA,NA,NA,NA,18835,18835,NA,718,NA,173,2,NA,1.37,NA,NA,NA,NA,"North","8",52.86
132545,1,1332,NA,NA,NA,NA,1,0,"litu",9.5,11.2,NA,NA,NA,NA,NA,NA,18838,18838,NA,446,NA,174,2,NA,1.29,NA,NA,NA,NA,"North","8",45.2
140609,1,1403,NA,NA,NA,NA,1,0,"litu",4.3,3.6,NA,NA,NA,NA,NA,NA,19411,19411,NA,1081.9,NA,815,2,NA,1.2,NA,NA,NA,NA,"South","1",85.07
140646,1,1405,NA,NA,NA,NA,1,0,"litu",1,8.3,NA,NA,NA,NA,NA,NA,19443,19443,NA,716.8,NA,719,2,NA,1.32,NA,NA,NA,NA,"South","2",29.79
140751,1,1408,NA,NA,NA,NA,1,0,"quve",9.9,1.5,NA,NA,NA,NA,NA,NA,19542,19542,720,NA,NA,1159,2,NA,1.4,NA,NA,NA,NA,"South","2",109.33
140813,1,1410,NA,NA,NA,NA,1,0,"litu",8.3,11.2,NA,NA,NA,NA,NA,NA,19601,19601,NA,700.6,NA,641,2,NA,1.28,NA,NA,NA,NA,"South","2",25.69
140821,1,1411,NA,NA,NA,NA,1,0,"litu",4.6,0.4,NA,NA,NA,NA,NA,NA,19609,19609,NA,531.4,NA,817,2,NA,1.14,NA,NA,NA,NA,"South","2",101.22
140825,1,1411,NA,NA,NA,NA,1,1,"litu",8,5.9,NA,NA,NA,NA,NA,NA,19613,19613,NA,523,NA,956,2,NA,1.25,NA,NA,NA,NA,"South","2",86.07
140829,1,1411,NA,NA,NA,NA,1,0,"litu",0.6,4.9,NA,NA,NA,NA,NA,NA,19617,19617,NA,642,NA,944,2,NA,1.35,NA,NA,NA,NA,"South","2",95.71
140833,1,1411,NA,NA,NA,NA,1,0,"litu",5.6,9.5,NA,NA,NA,NA,NA,NA,19621,19621,NA,561.3,NA,189,2,NA,1.31,NA,NA,NA,NA,"South","2",52.61
140872,1,1413,NA,NA,NA,NA,1,0,"litu",6.1,14.9,NA,NA,NA,NA,NA,NA,19659,19659,NA,599.8,NA,788,2,NA,1.44,NA,NA,NA,NA,"South","3",126.03
141216,1,1415,NA,NA,NA,NA,1,0,"caco",2.1,6.2,NA,NA,NA,NA,NA,NA,19931,19931,NA,147,NA,886,2,NA,1.4,NA,NA,NA,NA,"South","3",57.13
142113,1,1417,NA,NA,NA,NA,1,0,"cagl",3,5,NA,NA,NA,NA,NA,NA,20076,20076,NA,477.2,NA,192,2,NA,1.39,NA,NA,NA,NA,"North","5",56.85
142380,1,1425,NA,NA,NA,NA,1,1,"qual",6.8,13.1,NA,NA,NA,NA,NA,NA,20329,20329,NA,593,NA,971,2,NA,1.4,NA,NA,NA,NA,"North","8",92.54
142399,1,1427,NA,NA,NA,NA,1,0,"qual",14.4,0.5,NA,NA,NA,NA,NA,NA,20345,20345,NA,628,NA,887,2,NA,1.4,NA,NA,NA,NA,"North","8",75.92
142521,1,1422,NA,NA,NA,NA,1,1,"pist",6.4,11.1,NA,NA,NA,NA,NA,NA,20457,20457,NA,452,NA,739,2,NA,1.42,NA,NA,NA,NA,"North","5",39.61
142527,1,1422,NA,NA,NA,NA,1,0,"cagl",1.9,18.4,NA,NA,NA,NA,NA,NA,20461,20461,NA,159.8,NA,196,2,NA,1.35,NA,NA,NA,NA,"North","5",45.72
142548,1,1424,NA,NA,NA,NA,1,0,"qual",4,4.7,NA,NA,NA,NA,NA,NA,20482,20482,NA,613,NA,888,2,NA,1.4,NA,NA,NA,NA,"North","5",58.29
142575,1,1426,NA,NA,NA,NA,1,0,"quve",1.8,6.4,NA,NA,NA,NA,NA,NA,20508,20508,NA,499.5,NA,789,2,NA,1.26,NA,NA,NA,NA,"North","8",43.86
142650,1,1430,NA,NA,NA,NA,1,0,"ceca",17.4,5.7,NA,NA,NA,NA,NA,NA,20574,20574,119,115,NA,1134,2,NA,1.4,NA,NA,NA,NA,"North","8",22.32
142656,1,1431,NA,NA,NA,NA,1,0,"litu",12.4,12.8,NA,NA,NA,NA,NA,NA,20580,20580,NA,424.6,NA,199,2,NA,1.4,NA,NA,NA,NA,"North","8",91.5
142708,1,1429,NA,NA,NA,NA,1,1,"juni",4.3,6.2,NA,NA,NA,NA,NA,NA,20599,20599,NA,428,NA,1249,2,NA,1.4,NA,NA,NA,NA,"North","8",6.77
142727,1,1431,NA,NA,NA,NA,1,0,"litu",1.7,8.2,NA,NA,NA,NA,NA,NA,20618,20618,NA,932.5,NA,201,2,NA,1.4,NA,NA,NA,NA,"North","8",35.9
142729,1,1431,NA,NA,NA,NA,1,1,"litu",4.7,14.7,NA,NA,NA,NA,NA,NA,20620,20620,NA,474,NA,202,2,NA,1.28,NA,NA,NA,NA,"North","8",81.24
142730,1,1431,NA,NA,NA,NA,1,0,"litu",9.9,14.7,NA,NA,NA,NA,NA,NA,20621,20621,NA,670,NA,818,2,NA,1.24,NA,NA,NA,NA,"North","8",126.45
142731,1,1432,NA,NA,NA,NA,1,0,"litu",8.2,2.3,NA,NA,NA,NA,NA,NA,20622,20622,NA,528.2,NA,204,2,NA,1.35,NA,NA,NA,NA,"North","8",79.55
142732,1,1432,NA,NA,NA,NA,1,0,"cagl",1.6,1.2,NA,NA,NA,NA,NA,NA,20623,20623,NA,217.5,NA,205,2,NA,1.3,NA,NA,NA,NA,"North","8",56.59
142733,1,1432,NA,NA,NA,NA,1,0,"litu",0.5,5.4,NA,NA,NA,NA,NA,NA,20624,20624,NA,608.5,NA,790,2,NA,1.34,NA,NA,NA,NA,"North","8",107.68
143707,1,1426,NA,NA,NA,NA,1,0,"cagl",0.9,1.6,NA,NA,NA,NA,NA,NA,46862,33781,NA,144.5,NA,630,2,NA,1.35,NA,NA,NA,NA,"North","8",27.28
150781,1,1504,NA,NA,NA,NA,1,0,"ulru",1.2,18.5,NA,NA,NA,NA,NA,NA,21327,21327,120,126,NA,1157,2,NA,1.4,NA,NA,NA,NA,"South","1",14.39
152153,1,1520,NA,NA,NA,NA,1,0,"ploc",6.8,0.3,NA,NA,NA,NA,NA,NA,21906,21906,NA,961.6,NA,775,2,NA,1.46,NA,NA,NA,NA,"North","6",34.95
152513,1,1525,NA,NA,NA,NA,1,0,"qupr",4.6,19.2,NA,NA,NA,NA,NA,NA,22252,22252,NA,615,NA,889,2,NA,1.4,NA,NA,NA,NA,"North","9",38.09
152561,1,1527,NA,NA,NA,NA,1,0,"quve",11.9,3.1,NA,NA,NA,NA,NA,NA,22291,22291,NA,809,NA,1281,2,NA,NA,NA,NA,NA,NA,"North","9",0
152673,1,1530,NA,NA,NA,NA,1,0,"litu",3.6,18.8,NA,NA,NA,NA,NA,NA,22390,22390,NA,932.7,NA,776,2,NA,1.23,NA,NA,NA,NA,"North","9",140.05
152701,1,1531,NA,NA,NA,NA,1,0,"litu",11.3,15.7,NA,NA,NA,NA,NA,NA,22417,22417,NA,951,NA,777,2,NA,1.41,NA,NA,NA,NA,"North","9",98.82
160713,1,1603,NA,NA,NA,NA,1,0,"litu",10.4,13.7,NA,NA,NA,NA,NA,NA,23030,23030,NA,838,NA,673,2,NA,1.5,NA,NA,NA,NA,"South","1",38.84
160742,1,1605,NA,NA,NA,NA,1,0,"litu",19.3,6.6,NA,NA,NA,NA,NA,NA,23054,23054,NA,860,NA,720,2,NA,1.34,NA,NA,NA,NA,"South","1",36.62
160805,1,1610,NA,NA,NA,NA,1,0,"quve",17.8,9.9,NA,NA,NA,NA,NA,NA,26722,26722,615,634,NA,1273,2,NA,1.4,NA,NA,NA,NA,"South","1",13.91
160814,1,1611,NA,NA,NA,NA,1,0,"cato",14.3,5.7,NA,NA,NA,NA,NA,NA,23125,23125,NA,441,NA,890,2,NA,1.4,NA,NA,NA,NA,"South","1",15.68
160862,1,1614,NA,NA,NA,NA,1,0,"ploc",12.4,15.2,NA,NA,NA,NA,NA,NA,23171,23171,NA,834,NA,791,2,NA,1.27,NA,NA,NA,NA,"South","1",38.13
160910,1,1607,NA,NA,NA,NA,1,1,"litu",8.6,1.1,NA,NA,NA,NA,NA,NA,23183,23183,1020,996,NA,1132,2,NA,1.53,NA,NA,NA,NA,"South","1",71.21
161578,1,1616,NA,NA,NA,NA,1,0,"qual",5.6,14.7,NA,NA,NA,NA,NA,NA,23356,23356,NA,228,NA,891,2,NA,1.4,NA,NA,NA,NA,"North","6",50.24
162024,1,1618,NA,NA,NA,NA,1,1,"quve",9.7,9.7,NA,NA,NA,NA,NA,NA,23379,23379,292,294,NA,1156,2,NA,1.35,NA,NA,NA,NA,"North","6",18.98
162293,1,1623,NA,NA,NA,NA,1,0,"qual",3,9.4,NA,NA,NA,NA,NA,NA,23639,23639,NA,865.7,NA,217,2,NA,1.34,NA,NA,NA,NA,"North","6",18.86
162439,1,1627,NA,NA,NA,NA,1,1,"quru",16.3,0.3,NA,NA,NA,NA,NA,NA,23778,23778,NA,832.5,NA,846,2,NA,1.37,NA,NA,NA,NA,"North","9",105.3
162446,1,1630,NA,NA,NA,NA,1,0,"quru",14.1,2.9,NA,NA,NA,NA,NA,NA,23785,23785,NA,803,NA,892,2,NA,1.4,NA,NA,NA,NA,"North","9",90.11
162541,1,1627,NA,NA,NA,NA,1,0,"qupr",3.4,15.4,NA,NA,NA,NA,NA,NA,23876,23876,NA,409,NA,893,2,NA,1.4,NA,NA,NA,NA,"North","9",34.28
162543,1,1627,NA,NA,NA,NA,1,1,"qual",7.5,16.6,NA,NA,NA,NA,NA,NA,23878,23878,NA,890,NA,220,2,NA,1.42,NA,NA,NA,NA,"North","9",97.7
170175,1,1702,NA,NA,NA,NA,1,0,"litu",4.7,1.6,NA,NA,NA,NA,NA,NA,24116,24116,NA,885,NA,778,2,NA,1.3,NA,NA,NA,NA,"South","1",57.35
170992,1,1704,NA,NA,NA,NA,1,0,"litu",12.2,15.2,NA,NA,NA,NA,NA,NA,24845,24845,NA,686.7,NA,675,2,NA,1.4,NA,NA,NA,NA,"South","1",31.96
170994,1,1704,NA,NA,NA,NA,1,0,"litu",18.4,16.1,NA,NA,NA,NA,NA,NA,24846,24846,NA,555.9,NA,374,2,NA,1.3,NA,NA,NA,NA,"South","1",66.29
171127,1,1705,NA,NA,NA,NA,1,0,"litu",9.3,1.8,NA,NA,NA,NA,NA,NA,24962,24962,NA,737.2,NA,677,2,NA,1.3,NA,NA,NA,NA,"South","1",109.33
171254,1,1708,NA,NA,NA,NA,1,0,"litu",15.3,3.4,NA,NA,NA,NA,NA,NA,25080,25080,NA,765,NA,911,2,NA,1.4,NA,NA,NA,NA,"South","1",26.86
171257,1,1708,NA,NA,NA,NA,1,0,"litu",12.2,4.5,NA,NA,NA,NA,NA,NA,25083,25083,NA,621,NA,379,2,NA,1.3,NA,NA,NA,NA,"South","1",118.62
171262,1,1708,NA,NA,NA,NA,1,0,"litu",15.9,8.2,NA,NA,NA,NA,NA,NA,25088,25088,NA,616.9,NA,380,2,NA,1.3,NA,NA,NA,NA,"South","1",59.38
171348,1,1714,NA,NA,NA,NA,1,1,"ceca",19.4,2.4,NA,NA,NA,NA,NA,NA,25171,25171,NA,155.4,NA,1140,2,NA,1.4,NA,NA,NA,NA,"South","1",12.43
171454,1,1714,NA,NA,NA,NA,1,1,"caco",1.6,13.8,NA,NA,NA,NA,NA,NA,25271,25271,NA,118,NA,894,2,NA,1.4,NA,NA,NA,NA,"South","1",33.6
171456,1,1714,NA,NA,NA,NA,1,0,"acru",0.8,13.4,NA,NA,NA,NA,NA,NA,25273,25273,NA,715,NA,617,2,NA,1.35,NA,NA,NA,NA,"South","1",86.21
171462,1,1715,NA,NA,NA,NA,1,0,"qual",7.9,7.5,NA,NA,NA,NA,NA,NA,25278,25278,NA,845,NA,912,2,NA,1.32,NA,NA,NA,NA,"South","1",112.95
171505,1,1716,NA,NA,NA,NA,1,0,"litu",14.1,12.4,NA,NA,NA,NA,NA,NA,25303,25303,NA,452,NA,648,2,NA,1.3,NA,NA,NA,NA,"North","6",16.41
171506,1,1716,NA,NA,NA,NA,1,0,"litu",12,12.9,NA,NA,NA,NA,NA,NA,25304,25304,NA,482.1,NA,618,2,NA,1.3,NA,NA,NA,NA,"North","6",89.96
172201,1,1717,NA,NA,NA,NA,1,0,"cagl",19.5,1.2,NA,NA,NA,NA,NA,NA,25503,25503,NA,68,NA,913,2,NA,1.4,NA,NA,NA,NA,"North","6",45.39
172202,1,1717,NA,NA,NA,NA,1,1,"quru",17.1,1.8,NA,NA,NA,NA,NA,NA,25504,25504,NA,555.1,NA,649,2,NA,1.3,NA,NA,NA,NA,"North","6",128.95
172203,1,1717,NA,NA,NA,NA,1,1,"qual",15.5,0.3,NA,NA,NA,NA,NA,NA,25505,25505,NA,368.5,NA,852,2,NA,1.3,NA,NA,NA,NA,"North","6",37.3
172205,1,1717,NA,NA,NA,NA,1,0,"qual",16.1,3.5,NA,NA,NA,NA,NA,NA,25507,25507,NA,493,NA,388,2,NA,1.3,NA,NA,NA,NA,"North","6",35.89
172248,1,1719,NA,NA,NA,NA,1,1,"cato",19.2,19.3,NA,NA,NA,NA,NA,NA,25549,25549,NA,274.2,NA,389,2,NA,1.3,NA,NA,NA,NA,"North","6",37.51
172382,1,1723,NA,NA,NA,NA,1,0,"juni",18.2,14.9,NA,NA,NA,NA,NA,NA,25675,25675,NA,459.2,NA,657,2,NA,1.3,NA,NA,NA,NA,"North","6",13.27
172416,1,1725,NA,NA,NA,NA,1,0,"nysy",19.9,15.6,NA,NA,NA,NA,NA,NA,25708,25708,NA,206,NA,914,2,NA,1.35,NA,NA,NA,NA,"North","9",12.02
172417,1,1725,NA,NA,NA,NA,1,1,"nysy",20,18.4,NA,NA,NA,NA,NA,NA,25709,25709,NA,98.8,NA,395,2,NA,1.4,NA,NA,NA,NA,"North","9",20.18
172418,1,1725,NA,NA,NA,NA,1,0,"nysy",20,19.5,NA,NA,NA,NA,NA,NA,25710,25710,NA,297,NA,396,2,NA,1.45,NA,NA,NA,NA,"North","9",31.13
172421,1,1725,NA,NA,NA,NA,1,0,"cagl",14.7,20,NA,NA,NA,NA,NA,NA,25712,25712,NA,245,NA,945,2,NA,1.4,NA,NA,NA,NA,"North","9",53.16
172423,1,1726,NA,NA,NA,NA,1,0,"litu",18.4,1.6,NA,NA,NA,NA,NA,NA,25714,25714,NA,367,NA,946,2,NA,1.2,NA,NA,NA,NA,"North","9",140.42
172499,1,1730,NA,NA,NA,NA,1,1,"qual",17,3.1,NA,NA,NA,NA,NA,NA,25783,25783,NA,1056,NA,957,2,NA,1.35,NA,NA,NA,NA,"North","9",108.73
172556,1,1729,NA,NA,NA,NA,1,0,"litu",5.1,3.9,NA,NA,NA,NA,NA,NA,25837,25837,NA,817.5,NA,819,2,NA,1.2,NA,NA,NA,NA,"North","9",36.25
172624,1,1731,NA,NA,NA,NA,1,0,"litu",17.1,14.5,NA,NA,NA,NA,NA,NA,25900,25900,NA,464.5,NA,793,2,NA,1.45,NA,NA,NA,NA,"North","9",92.39
180235,1,1802,NA,NA,NA,NA,1,0,"litu",11,4.6,NA,NA,NA,NA,NA,NA,26127,26127,1064,1064,NA,1160,2,NA,1.4,NA,NA,NA,NA,"South","1",74.89
180648,1,1804,NA,NA,NA,NA,1,0,"juni",7.5,10.9,NA,NA,NA,NA,NA,NA,26480,26480,293,299,NA,1137,2,NA,1.2,NA,NA,NA,NA,"South","1",3.33
180654,1,1805,NA,NA,NA,NA,1,0,"litu",6,0.3,NA,NA,NA,NA,NA,NA,26485,26485,NA,332.2,NA,740,2,NA,1.3,NA,NA,NA,NA,"South","1",96.62
180691,1,1807,NA,NA,NA,NA,1,0,"litu",6.2,17.3,NA,NA,NA,NA,NA,NA,26520,26520,NA,716,NA,821,2,NA,1.35,NA,NA,NA,NA,"South","1",125.02
180728,1,1804,NA,NA,NA,NA,1,0,"litu",3.1,12.7,NA,NA,NA,NA,NA,NA,26552,26552,NA,409,NA,406,2,NA,1.35,NA,NA,NA,NA,"South","1",70.04
180903,1,1808,NA,NA,NA,NA,1,0,"litu",4.8,2.3,NA,NA,NA,NA,NA,NA,26694,26694,NA,327,NA,958,2,NA,1.35,NA,NA,NA,NA,"South","1",33.87
180904,1,1808,NA,NA,NA,NA,1,0,"litu",2.8,6.5,NA,NA,NA,NA,NA,NA,26695,26695,NA,372.2,NA,779,2,NA,1.2,NA,NA,NA,NA,"South","1",96.1
180931,1,1809,NA,NA,NA,NA,1,1,"quve",8.2,19.4,NA,NA,NA,NA,NA,NA,23117,23117,819,825,NA,1270,2,NA,1.4,NA,NA,NA,NA,"South","1",30.21
180948,1,1811,NA,NA,NA,NA,1,0,"qupr",1,9.5,NA,NA,NA,NA,NA,NA,26739,26739,NA,134,NA,1226,2,NA,NA,NA,NA,NA,NA,"South","1",14.75
180984,1,1813,NA,NA,NA,NA,1,0,"litu",4,11.8,NA,NA,NA,NA,NA,NA,26774,26774,NA,923.5,NA,822,2,NA,1.21,NA,NA,NA,NA,"South","1",120.23
180991,1,1814,NA,NA,NA,NA,1,0,"ploc",1.5,6.7,NA,NA,NA,NA,NA,NA,26779,26779,NA,936.2,NA,229,2,NA,1.3,NA,NA,NA,NA,"South","1",56.78
181030,1,1816,NA,NA,NA,NA,1,1,"qual",5.4,10.6,NA,NA,NA,NA,NA,NA,26817,26817,NA,779,NA,962,2,NA,1.4,NA,NA,NA,NA,"North","6",15.25
