tag,stemtag,sp,quadrat,biannual,intraannual,cored,treeID,stemID,dendro.start.date,dendro.end.date,mortality.year,tree.notes,lx,ly,gx,gy,NAD83_X,NAD83_Y,lat,lon
122490,1,quru,1229,1,0,0,16939,16939,24-Mar-11,18-Apr-17,2017,,8.9,4.2,228.8999939,564.2000122,747601.2703,4309075.796,38.8956836,-78.14503082
122492,1,litu,1229,1,0,0,16941,16941,24-Mar-11,NA,NA,,2.5,11.5,222.5,571.5,747594.7027,4309082.946,38.8957498,-78.14510388
122522,1,litu,1232,1,0,0,16969,16969,15-Mar-12,NA,NA,,3.4,17.4,223.3999939,637.4000244,747594.0736,4309148.849,38.89634312,-78.14508736
122561,1,litu,1231,1,0,0,16983,16983,24-Mar-11,NA,NA,,0,7.6,220,610.5,747591.2986,4309121.878,38.89610115,-78.14512904
122563,2,litu,1232,1,0,0,16985,34435,24-Mar-11,29-Nov-12,2013,band removed in 2013. Was around multiple stems. Not replaced,1.6,3.7,221.6000061,623.7000122,747592.592,4309135.111,38.89621989,-78.14510938
130348,1,litu,1302,1,0,0,17329,17329,27-Jan-10,NA,NA,,19.9,1.9,259.8999939,21.89999962,747644.843,4308534.362,38.89079824,-78.14472426
130718,1,litu,1306,1,0,0,17666,17666,27-Jan-10,NA,NA,,7.3,11.3,247.3000031,111.3000031,747630.1724,4308623.445,38.89160415,-78.14486109
130838,1,litu,1305,1,1,0,17779,17779,27-Jan-10,NA,NA,,12.2,1,252.1999969,81,747635.774,4308593.267,38.89133096,-78.14480746
131009,1,quve,1308,1,0,1,17936,17936,27-Jan-10,NA,NA,,13.9,0.7,253.8999939,140.6999969,747636.0885,4308652.99,38.8918684,-78.1447823
131086,1,quru,1310,1,0,0,18012,18012,27-Jan-10,NA,NA,,18.1,15.5,258.1000061,195.5,747639.0161,4308707.873,38.89236154,-78.14472879
131087,1,quru,1310,1,1,1,18013,18013,27-Jan-10,NA,NA,,17.3,17.8,257.2999878,197.8000031,747638.1629,4308710.154,38.89238231,-78.1447378
131092,1,litu,1311,1,0,0,18018,18018,27-Jan-10,NA,NA,,13.1,2.7,253.1000061,202.6999969,747633.8504,4308714.955,38.89242673,-78.14478573
131096,1,litu,1311,1,0,0,18022,18022,27-Jan-10,NA,NA,,19,4.7,259,204.6999969,747639.7024,4308717.092,38.89244431,-78.14471756
131188,1,litu,1313,1,0,0,18113,18113,27-Jan-10,NA,NA,,10,15.3,250,255.3000031,747629.5309,4308767.469,38.89290059,-78.14481654
131227,1,litu,1313,1,0,0,18152,18152,27-Jan-10,NA,NA,,17.4,13.7,257.3999939,253.6999969,747636.9661,4308766.041,38.89288565,-78.14473142
131232,1,litu,1313,1,0,0,18157,18157,27-Jan-10,NA,NA,,14.4,19.2,254.3999939,259.2000122,747633.8393,4308771.47,38.89293539,-78.14476548
131233,1,litu,1313,1,0,0,18158,18158,27-Jan-10,NA,NA,,18.3,19.6,258.2999878,259.6000061,747637.7289,4308771.961,38.89293871,-78.1447205
131238,1,caco,1314,1,0,0,18163,18163,27-Jan-10,27-Oct-14,2015,,13.6,7.5,253.6000061,267.5,747632.8469,4308779.749,38.89301018,-78.14477392
131239,1,quru,1314,1,1,0,18164,18164,27-Jan-10,NA,NA,,19.5,5.7,259.5,265.7000122,747638.7871,4308778.087,38.89299355,-78.14470611
131272,1,fram,1315,1,0,0,18195,18195,27-Jan-10,NA,NA,,18.5,2.2,258.5,282.2000122,747637.4046,4308794.559,38.89314219,-78.14471609
131352,1,fram,1316,1,0,0,,,27-Jan-10,NA,NA,,5.5,3.3,,,,,,
131364,1,acru,1316,1,0,0,18286,18286,27-Jan-10,NA,NA,,12,12.9,252,312.8999939,747630.1941,4308825.1,38.8934191,-78.14478811
132028,1,fram,1317,1,0,0,18369,18369,27-Jan-10,NA,NA,,17,6.7,257,326.7000122,747634.8726,4308839.012,38.893543,-78.14472922
132077,1,qual,1319,1,1,0,18414,18414,27-Jan-10,NA,NA,,9.9,15.9,249.8999939,375.8999939,747626.6331,4308888.034,38.89398653,-78.14480643
132171,1,litu,1320,1,0,0,18501,18501,27-Jan-10,NA,NA,,13.7,6.7,253.6999969,386.7000122,747630.1815,4308898.92,38.8940835,-78.14476164
132302,1,quru,1321,1,0,0,18624,18624,27-Jan-10,NA,NA,,13,14.4,253,414.4,747628.8,4308927,38.89433,-78.14477
132311,1,qual,1322,1,0,0,18633,18633,27-Jan-10,NA,NA,,12.9,14.2,252.9,434.2,747628.3,4308946,38.89451,-78.14477
132321,1,quru,1323,1,0,0,18643,18643,27-Jan-10,NA,NA,,17.6,1,257.6,441,747632.8,4308953,38.89457,-78.14471
132371,1,quru,1325,1,0,0,18692,18692,27-Jan-10,NA,NA,,19.9,12.9,259.9,492.9,747633.9,4309005,38.89504,-78.14468
132508,1,quve,1328,1,0,0,18801,18801,27-Jan-10,NA,NA,,18.6,13.9,258.6,553.9,747631.2,4309066,38.89559,-78.14469
132512,1,juni,1328,1,0,0,18805,18805,27-Jan-10,8-Mar-18,2018,,11.2,18.4,251.2,558.4,747623.7,4309071,38.89563,-78.14477
132524,1,litu,1329,1,0,0,18817,18817,27-Jan-10,NA,NA,,18.4,0.4,258.4,560.4,747630.9,4309073,38.89565,-78.14469
132525,1,fram,1329,1,0,1,18818,18818,27-Jan-10,NA,NA,,20,1.2,260,561.2,747632.4,4309074,38.89565,-78.14467
132529,1,litu,1329,1,0,0,18822,18822,27-Jan-10,NA,NA,,16.6,13.2,256.6,573.2,747628.8,4309085,38.89576,-78.14471
132539,1,litu,1331,1,1,0,18832,18832,27-Jan-10,NA,NA,,15,15.9,255,615.9,747626.2,4309128,38.89615,-78.14473
132542,1,quve,1332,1,0,1,18835,18835,27-Jan-10,NA,NA,,15.4,2.9,255.4,622.9,747626.4,4309135,38.89621,-78.14472
132545,1,litu,1332,1,0,0,18838,18838,27-Jan-10,NA,NA,,9.5,11.2,249.5,631.2,747620.3,4309143,38.89629,-78.14479
140270,1,ulru,1401,1,0,0,19102,19102,27-Jan-10,15-Dec-11,2011,,0.3,18.3,260.3,18.3,747645.3,4308531,38.89077,-78.14472
140467,1,quve,1404,1,0,0,19280,19280,27-Jan-10,NA,NA,,2.1,18.5,262.1,78.5,747645.7,4308591,38.89131,-78.14469
140609,1,litu,1403,1,0,0,19411,19411,27-Jan-10,NA,NA,,4.3,3.6,264.3,43.6,747648.7,4308556,38.89099,-78.14467
140646,1,litu,1405,1,0,0,19443,19443,27-Jan-10,NA,NA,,1,8.3,261,88.3,747644.4,4308601,38.8914,-78.14471
140736,1,quve,1407,1,0,1,19530,19530,27-Jan-10,NA,NA,,2.4,13.6,262.4,133.6,747644.8,4308646,38.8918,-78.14469
140751,1,quru,1408,1,1,0,19542,19542,27-Jan-10,NA,NA,,9.9,1.5,269.9,141.5,747652.1,4308654,38.89187,-78.1446
140756,1,quve,1408,1,0,1,19547,19547,27-Jan-10,NA,NA,,1.3,6.2,261.3,146.2,747643.4,4308659,38.89192,-78.1447
140813,1,litu,1410,1,0,0,19601,19601,27-Jan-10,NA,NA,,8.3,11.2,268.3,191.2,747649.3,4308704,38.89232,-78.14461
140818,1,litu,1410,1,0,0,19606,19606,27-Jan-10,NA,NA,,2.3,19.2,262.3,199.2,747643.1,4308712,38.89239,-78.14468
140819,1,litu,1411,1,0,0,19607,19607,27-Jan-10,NA,NA,,1.6,1.5,261.6,201.5,747642.4,4308714,38.89242,-78.14469
140820,1,litu,1411,1,0,0,19608,19608,27-Jan-10,18-Apr-17,2017,,2.5,1.5,262.5,201.5,747643.3,4308714,38.89242,-78.14468
140821,1,litu,1411,1,0,0,19609,19609,27-Jan-10,NA,NA,,4.6,0.4,264.6,200.4,747645.4,4308713,38.89241,-78.14465
140825,1,litu,1411,1,1,0,19613,19613,27-Jan-10,NA,NA,,8,5.9,268,205.9,747648.7,4308719,38.89245,-78.14461
140829,1,litu,1411,1,0,0,19617,19617,27-Jan-10,NA,NA,,0.6,4.9,260.6,204.9,747641.3,4308717,38.89245,-78.1447
140833,1,litu,1411,1,0,0,19621,19621,27-Jan-10,NA,NA,,5.6,9.5,265.6,209.5,747646.2,4308722,38.89249,-78.14464
140872,1,litu,1413,1,0,0,19659,19659,27-Jan-10,NA,NA,,6.1,14.9,266.1,254.9,747645.6,4308767,38.8929,-78.14463
141146,1,caco,1416,1,0,0,19910,19910,27-Jan-10,NA,NA,,2.5,18.5,262.5,318.5,747640.6,4308831,38.89347,-78.14467
142113,1,cagl,1417,1,0,0,20076,20076,27-Jan-10,NA,NA,,3,5,263,325,747640.9,4308837,38.89353,-78.14466
142206,1,fram,1419,1,0,0,20160,20160,27-Jan-10,NA,NA,,18.5,16.5,278.5,376.5,747655.2,4308889,38.89399,-78.14448
142380,1,qual,1425,1,1,0,20329,20329,27-Jan-10,NA,NA,,6.8,13.1,266.8,493.1,747640.8,4309006,38.89504,-78.1446
142521,1,pist,1422,1,0,1,20457,20457,27-Jan-10,NA,NA,,6.4,11.1,266.4,431.1,747641.8,4308944,38.89448,-78.14461
142527,1,cagl,1422,1,0,0,20461,20461,27-Jan-10,NA,NA,,1.9,18.4,261.9,438.4,747637.2,4308951,38.89455,-78.14466
142568,1,quve,1425,1,0,1,20501,20501,27-Jan-10,18-Apr-17,2017,,0.9,18.8,260.9,498.8,747634.8,4309011,38.89509,-78.14467
142575,1,quve,1426,1,0,1,20508,20508,27-Jan-10,NA,NA,,1.8,6.4,261.8,506.4,747635.5,4309019,38.89516,-78.14466
142656,1,litu,1431,1,0,0,20580,20580,27-Jan-10,NA,NA,,12.4,12.8,272.4,612.8,747643.6,4309125,38.89612,-78.14453
142708,1,juni,1429,1,0,0,20599,20599,27-Jan-10,NA,NA,,4.3,6.2,264.3,566.2,747636.6,4309079,38.8957,-78.14462
142727,1,litu,1431,1,0,0,20618,20618,27-Jan-10,NA,NA,,1.7,8.2,261.7,608.2,747633,4309121,38.89608,-78.14465
142729,1,litu,1431,1,1,0,20620,20620,27-Jan-10,NA,NA,,4.7,14.7,264.7,614.7,747635.9,4309127,38.89614,-78.14461
142730,1,litu,1431,1,0,0,20621,20621,27-Jan-10,NA,NA,,9.9,14.7,269.9,614.7,747641.1,4309127,38.89614,-78.14455
142731,1,litu,1432,1,0,0,20622,20622,27-Jan-10,NA,NA,,8.2,2.3,268.2,622.3,747639.2,4309135,38.8962,-78.14457
142732,1,cagl,1432,1,0,0,20623,20623,27-Jan-10,NA,NA,,1.6,1.2,261.6,621.2,747632.6,4309134,38.89619,-78.14465
142733,1,litu,1432,1,0,0,20624,20624,27-Jan-10,NA,NA,,0.5,5.4,260.5,625.4,747631.4,4309138,38.89623,-78.14466
142735,1,qual,1432,1,0,0,20626,20626,27-Jan-10,NA,NA,,5.4,9.6,265.4,629.6,747636.2,4309142,38.89627,-78.1446
143707,1,cagl,1426,1,0,0,33781,46862,29-Oct-13,NA,NA,,0.9,1.6,260.9,501.6,747634.7,4309014,38.89512,-78.14467
150756,1,quve,1503,1,0,0,21310,21310,27-Jan-10,NA,NA,,13.6,16.3,293.6,56.3,747677.7,4308570,38.89111,-78.14433
150830,1,litu,1508,1,0,0,21374,21374,27-Jan-10,29-Nov-12,2013,band removed in 2013. Was around multiple stems. Not replaced due to irregular trunk,14.6,16.6,294.6,156.6,747676.4,4308670,38.89201,-78.14431
152153,1,ploc,1520,1,0,0,21906,21906,27-Jan-10,NA,NA,,6.8,0.3,286.8,380.3,747663.4,4308893,38.89402,-78.14438
152673,1,litu,1530,1,0,0,22390,22390,27-Jan-10,NA,NA,,3.6,18.8,283.6,598.8,747655.2,4309112,38.89599,-78.1444
152701,1,litu,1531,1,0,0,22417,22417,27-Jan-10,NA,NA,,11.3,15.7,291.3,615.7,747662.5,4309129,38.89614,-78.14431
160713,1,litu,1603,1,0,0,23030,23030,24-Mar-11,NA,NA,,10.4,13.7,310.4,53.7,747694.6,4308567,38.89108,-78.14414
160742,1,litu,1605,1,0,0,23054,23054,27-Jan-10,NA,NA,,19.3,6.6,319.3,86.6,747702.7,4308600,38.89138,-78.14403
160862,1,ploc,1614,1,0,0,23171,23171,27-Jan-10,NA,NA,,12.4,15.2,312.4,275.2,747691.5,4308789,38.89308,-78.1441
160910,1,litu,1607,1,1,0,23183,23183,27-Jan-10,NA,NA,,8.6,1.1,308.6,121.1,747691.2,4308635,38.89169,-78.14415
160985,1,litu,1612,1,1,0,23254,23254,27-Jan-10,NA,NA,,1.2,17.2,301.2,237.2,747681.1,4308751,38.89273,-78.14423
162293,1,qual,1623,1,0,0,23639,23639,27-Jan-10,NA,NA,,3,9.4,303,449.4,747678,4308963,38.89464,-78.14419
162439,1,quru,1627,1,1,0,23778,23778,27-Jan-10,NA,NA,,16.3,0.3,316.3,520.3,747689.7,4309034,38.89528,-78.14403
162503,1,quve,1624,1,0,0,23838,23838,27-Jan-10,NA,NA,,1.3,12.3,301.3,472.3,747675.8,4308986,38.89485,-78.14421
162543,1,qual,1627,1,1,0,23878,23878,27-Jan-10,NA,NA,,7.5,16.6,307.5,536.6,747680.5,4309050,38.89543,-78.14413
170175,1,litu,1702,1,0,0,24116,24116,27-Jan-10,NA,NA,,4.7,1.6,324.7,21.6,747709.6,4308536,38.89079,-78.14398
170992,1,litu,1704,1,0,0,24845,24845,24-Mar-11,NA,NA,,12.2,15.2,332.2,75.2,747715.9,4308589,38.89127,-78.14389
170994,1,litu,1704,1,0,1,24846,24846,24-Mar-11,NA,NA,,18.4,16.1,338.4,76.1,747722.1,4308590,38.89128,-78.14381
171000,1,rops,1705,1,0,0,24851,24851,24-Mar-11,18-Apr-17,2017,,16.8,0.6,336.8,80.6,747720.4,4308595,38.89132,-78.14383
171127,1,litu,1705,1,0,0,24962,24962,24-Mar-11,NA,NA,,9.3,1.8,329.3,81.8,747712.8,4308596,38.89133,-78.14392
171247,1,saal,1707,1,0,0,25073,25073,24-Mar-11,27-Oct-14,2015,,15.4,15.9,335.4,135.9,747717.7,4308650,38.89182,-78.14384
171254,1,litu,1708,1,0,0,25080,25080,24-Mar-11,NA,NA,,15.3,3.4,335.3,143.4,747717.4,4308658,38.89189,-78.14384
171257,1,litu,1708,1,0,0,25083,25083,24-Mar-11,NA,NA,,12.2,4.5,332.2,144.5,747714.3,4308659,38.8919,-78.14388
171262,1,litu,1708,1,0,0,25088,25088,24-Mar-11,NA,NA,,15.9,8.2,335.9,148.2,747717.9,4308662,38.89193,-78.14384
171314,1,quru,1712,1,0,0,25139,25139,27-Jan-10,NA,NA,,10,19.5,330,239.5,747709.9,4308754,38.89275,-78.1439
171348,1,ceca,1714,1,0,0,25171,25171,24-Mar-11,NA,NA,,19.4,2.4,339.4,262.4,747718.7,4308777,38.89296,-78.14379
171358,1,fram,1714,1,0,1,25179,25179,27-Jan-10,NA,NA,,16,14.1,336,274.1,747715.1,4308788,38.89306,-78.14382
171456,1,acru,1714,1,0,0,25273,25273,24-Mar-11,NA,NA,,0.8,13.4,320.8,273.4,747699.9,4308787,38.89306,-78.144
171462,1,qual,1715,1,0,0,25278,25278,24-Mar-11,NA,NA,,7.9,7.5,327.9,287.5,747706.7,4308801,38.89318,-78.14392
171505,1,litu,1716,1,0,0,25303,25303,24-Mar-11,NA,NA,,14.1,12.4,334.1,312.4,747712.3,4308827,38.89341,-78.14384
171506,1,litu,1716,1,0,0,25304,25304,24-Mar-11,NA,NA,,12,12.9,332,312.9,747710.2,4308827,38.89341,-78.14387
172154,1,fram,1723,1,0,0,25460,25460,27-Jan-10,8-Mar-18,2018,,9.6,1.6,329.6,441.6,747704.8,4308956,38.89457,-78.14388
172201,1,cagl,1717,1,0,0,25503,25503,24-Mar-11,NA,NA,,19.5,1.2,339.5,321.2,747717.5,4308835,38.89349,-78.14378
172202,1,quru,1717,1,1,1,25504,25504,24-Mar-11,NA,NA,,17.1,1.8,337.1,321.8,747715.1,4308836,38.89349,-78.14381
172203,1,qual,1717,1,1,0,25505,25505,24-Mar-11,NA,NA,,15.5,0.3,335.5,320.3,747713.5,4308834,38.89348,-78.14383
172205,1,qual,1717,1,0,0,25507,25507,24-Mar-11,NA,NA,,16.1,3.5,336.1,323.5,747714,4308838,38.89351,-78.14382
172248,1,cato,1719,1,0,0,25549,25549,24-Mar-11,NA,NA,,19.2,19.3,339.2,379.3,747715.8,4308894,38.89401,-78.14378
172255,1,qual,1720,1,1,0,25555,25555,24-Mar-11,NA,NA,,9.9,1.3,329.9,381.3,747706.5,4308895,38.89403,-78.14388
172260,1,qupr,1720,1,0,0,25559,25559,24-Mar-11,8-Mar-18,2018,,19.4,5.1,339.4,385.1,747715.9,4308899,38.89406,-78.14377
172365,1,ulru,1722,1,0,0,25659,25659,24-Mar-11,27-Oct-14,2015,,19.1,17.6,339.1,437.6,747714.4,4308952,38.89454,-78.14377
172372,1,ulru,1723,1,0,0,25665,25665,24-Mar-11,27-Oct-14,2015,,15.4,5.6,335.4,445.6,747710.5,4308960,38.89461,-78.14381
172382,1,juni,1723,1,0,0,25675,25675,15-Mar-12,NA,NA,,18.2,14.9,338.2,454.9,747713.1,4308969,38.89469,-78.14378
172416,1,nysy,1725,1,0,0,25708,25708,24-Mar-11,NA,NA,,19.9,15.6,339.9,495.6,747713.8,4309010,38.89506,-78.14376
172417,1,nysy,1725,1,0,0,25709,25709,24-Mar-11,NA,NA,,20,18.4,340,498.4,747713.9,4309013,38.89508,-78.14376
172418,1,nysy,1725,1,0,0,25710,25710,24-Mar-11,NA,NA,,20,19.5,340,499.5,747713.8,4309014,38.89509,-78.14376
172421,1,cagl,1725,1,0,0,25712,25712,24-Mar-11,NA,NA,,14.7,20,334.7,500,747708.5,4309014,38.8951,-78.14382
172423,1,litu,1726,1,0,0,25714,25714,24-Mar-11,NA,NA,,18.4,1.6,338.4,501.6,747712.2,4309016,38.89511,-78.14377
172470,1,quru,1728,1,1,0,25755,25755,24-Mar-11,NA,NA,,11.1,12,331.1,552,747703.7,4309066,38.89557,-78.14385
172472,1,fram,1728,1,0,0,25757,25757,24-Mar-11,NA,NA,,19.1,19.3,339.1,559.3,747711.6,4309073,38.89563,-78.14376
172499,1,qual,1730,1,1,0,25783,25783,27-Jan-10,NA,NA,,17,3.1,337,583.1,747708.9,4309097,38.89585,-78.14378
172509,1,quru,1726,1,0,0,25793,25793,27-Jan-10,15-Dec-11,2011,,7.3,12.2,327.3,512.2,747700.9,4309026,38.89521,-78.1439
172556,1,litu,1729,1,0,0,25837,25837,24-Mar-11,NA,NA,,5.1,3.9,325.1,563.9,747697.5,4309078,38.89567,-78.14392
172587,1,fram,1731,1,0,0,25867,25867,24-Mar-11,8-Mar-18,2018,,10.4,15.4,330.4,615.4,747701.6,4309129,38.89614,-78.14386
172624,1,litu,1731,1,0,0,25900,25900,24-Mar-11,NA,NA,,17.1,14.5,337.1,614.5,747708.3,4309129,38.89613,-78.14378
172626,1,fram,1731,1,0,0,25902,25902,24-Mar-11,8-Mar-18,2018,,12.5,15.7,332.5,615.7,747703.6,4309130,38.89614,-78.14383
180235,1,litu,1802,1,0,0,26127,26127,27-Jan-10,NA,NA,,11,4.6,351,24.6,747735.9,4308539,38.89082,-78.14367
180654,1,litu,1805,1,0,0,26485,26485,24-Mar-11,NA,NA,,6,0.3,346,80.3,747729.6,4308595,38.89132,-78.14373
180691,1,litu,1807,1,0,0,26520,26520,24-Mar-11,NA,NA,,6.2,17.3,346.2,137.3,747728.4,4308652,38.89183,-78.14372
180728,1,litu,1804,1,0,0,26552,26552,24-Mar-11,NA,NA,,3.1,12.7,343.1,72.7,747726.8,4308587,38.89125,-78.14376
180903,1,litu,1808,1,0,0,26694,26694,24-Mar-11,NA,NA,,4.8,2.3,344.8,142.3,747726.9,4308657,38.89188,-78.14373
180904,1,litu,1808,1,0,0,26695,26695,15-Mar-12,NA,NA,,2.8,6.5,342.8,146.5,747724.8,4308661,38.89191,-78.14376
180984,1,litu,1813,1,0,0,26774,26774,27-Jan-10,NA,NA,,4,11.8,344,251.8,747723.6,4308766,38.89286,-78.14373
180988,3,acru,1813,1,0,0,26777,38155,24-Mar-11,29-Nov-12,2013,band removed in 2013. Was around multiple stems. Replaced by 171456,3.3,19.5,343.3,259.5,747722.7,4308774,38.89293,-78.14374
180991,1,ploc,1814,1,0,0,26779,26779,27-Jan-10,NA,NA,,1.5,6.7,341.5,266.7,747720.7,4308781,38.893,-78.14376
181030,1,qual,1816,1,1,0,26817,26817,24-Mar-11,NA,NA,,5.4,10.6,345.4,310.6,747723.6,4308825,38.89339,-78.14371
181033,1,litu,1816,1,0,0,26820,26820,24-Mar-11,NA,NA,,3.4,18.6,343.4,318.6,747721.4,4308833,38.89346,-78.14373
182161,1,fram,1822,1,0,0,27072,27072,27-Jan-10,NA,NA,,16.8,3.2,356.8,423.2,747732.4,4308938,38.8944,-78.14357
182207,1,qual,1817,1,0,0,27118,27118,24-Mar-11,NA,NA,,5.6,11.2,345.6,331.2,747723.3,4308846,38.89358,-78.14371
182208,1,quru,1817,1,0,0,27119,27119,24-Mar-11,NA,NA,,4,10.1,344,330.1,747721.8,4308844,38.89357,-78.14373
182248,1,nysy,1820,1,0,0,27159,27159,24-Mar-11,NA,NA,"considered dead in spring 2011, 2012, then alive 2013+",0.2,1.2,340.2,381.2,747716.8,4308895,38.89403,-78.14377
182376,1,ploc,1823,1,0,0,27286,27286,24-Mar-11,NA,NA,,2.9,12.6,342.9,452.6,747717.8,4308967,38.89467,-78.14373
182451,1,fram,1829,1,0,0,27358,27358,24-Mar-11,NA,NA,,1.3,1.4,341.3,561.4,747713.7,4309076,38.89565,-78.14374
182491,1,litu,1831,1,0,0,27397,27397,24-Mar-11,NA,NA,,7.6,7.9,347.6,607.9,747718.9,4309122,38.89607,-78.14366
182498,1,fram,1831,1,0,0,27403,27403,24-Mar-11,NA,NA,,0.9,18.3,340.9,618.3,747712,4309132,38.89616,-78.14374
182570,1,juni,1823,1,0,0,27471,38806,24-Mar-11,NA,NA,,2.7,13.5,350.5,441,747725.7,4308955,38.89457,-78.14364
182681,1,litu,1829,1,0,0,27575,27575,24-Mar-11,NA,NA,,13,1,353,561,747725.4,4309075,38.89565,-78.1436
182693,1,litu,1830,1,0,0,27584,27584,24-Mar-11,NA,NA,,15.3,13.2,355.3,593.2,747727,4309108,38.89594,-78.14357
190065,1,litu,1902,1,0,0,27684,27684,24-Mar-11,NA,NA,,18.8,0.4,378.8,20.4,747763.7,4308536,38.89078,-78.14335
190067,1,litu,1902,1,1,0,27685,27685,24-Mar-11,NA,NA,,19,2.2,379,22.2,747763.9,4308537,38.89079,-78.14335
190071,1,litu,1902,1,0,0,27689,27689,24-Mar-11,NA,NA,,20,4.3,380,24.3,747764.9,4308540,38.89081,-78.14334
190115,1,litu,1902,1,0,0,27723,27723,27-Jan-10,NA,NA,,4.8,18.6,364.8,38.6,747749.3,4308553,38.89094,-78.14351
190413,1,litu,1904,1,1,0,28001,28001,27-Jan-10,NA,NA,,14.7,4.6,374.7,65.6,747758.6,4308581,38.89118,-78.1434
190426,1,litu,1904,1,0,0,28014,28014,27-Jan-10,NA,NA,,11,14.2,371,76,747754.7,4308591,38.89128,-78.14344
190429,1,litu,1904,1,0,0,28017,28017,24-Mar-11,NA,NA,,12.5,19.1,372.5,79.1,747756.1,4308594,38.89131,-78.14342
190568,1,juni,1912,1,0,0,28141,28141,27-Jan-10,NA,NA,,2.6,18.8,362.6,238.8,747742.5,4308754,38.89274,-78.14352
190655,1,litu,1907,1,0,0,28220,28220,24-Mar-11,NA,NA,,12.9,16.1,372.9,136.1,747755.2,4308651,38.89182,-78.14341
190658,1,litu,1907,1,0,0,28222,28222,24-Mar-11,NA,NA,,10.6,16.7,370.6,136.7,747752.8,4308652,38.89182,-78.14344
190670,1,litu,1908,1,0,0,28234,28234,24-Mar-11,NA,NA,,8,3.2,368,143.2,747750.1,4308658,38.89188,-78.14347
190694,1,quru,1909,1,1,0,28251,28251,27-Jan-10,NA,NA,,18.2,14.7,378.2,174.7,747759.6,4308690,38.89217,-78.14335
190793,1,litu,1914,1,0,0,28335,28335,24-Mar-11,NA,NA,,12.2,1.3,372.2,261.3,747751.6,4308776,38.89295,-78.14341
190794,1,quru,1914,1,0,0,28336,28336,24-Mar-11,NA,NA,,10.6,1.4,370.6,261.4,747750,4308776,38.89295,-78.14343
190798,1,cagl,1914,1,0,0,28340,28340,15-Mar-12,NA,NA,,12.5,8.4,372.5,268.4,747751.7,4308783,38.89301,-78.1434
190834,1,quve,1916,1,0,0,28374,28374,24-Mar-11,15-Dec-11,2011,,19.1,14,379.1,314,747757.2,4308829,38.89342,-78.14332
190835,1,litu,1916,1,0,0,28375,28375,24-Mar-11,NA,NA,,20.5,15.4,380,315.4,747758.1,4308831,38.89343,-78.14331
190838,1,quru,1916,1,1,0,28377,28377,24-Mar-11,NA,NA,,19.1,19.7,379.1,319.7,747757.1,4308835,38.89347,-78.14332
190840,1,litu,1916,1,0,0,28379,28379,15-Mar-12,NA,NA,,15,17.2,375,317.2,747753.1,4308832,38.89345,-78.14337
190935,1,quru,1916,1,0,0,28426,28426,15-Mar-12,NA,NA,,9.4,17.1,369.4,317.1,747747.5,4308832,38.89345,-78.14344
192008,1,qual,1917,1,0,0,28434,28434,24-Mar-11,NA,NA,,12,2,372,322,747750,4308837,38.89349,-78.1434
192055,1,qual,1919,1,0,0,28478,28478,24-Mar-11,NA,NA,,14.8,10.1,374.8,370.1,747751.6,4308885,38.89393,-78.14337
192062,1,qupr,1920,1,0,0,28485,28485,24-Mar-11,NA,NA,,14.4,10.1,374.4,390.1,747750.8,4308905,38.89411,-78.14337
192064,1,qupr,1920,1,0,0,28487,28487,24-Mar-11,NA,NA,,18,11.7,378,391.7,747754.3,4308907,38.89412,-78.14333
192110,1,cato,1922,1,0,0,28531,28531,24-Mar-11,18-Apr-17,2017,,18.4,16.7,378.4,436.7,747753.7,4308952,38.89452,-78.14332
192133,1,caovl,1923,1,0,0,28553,28553,24-Mar-11,NA,NA,,11.7,2.3,371.7,442.3,747746.9,4308957,38.89458,-78.1434
192244,1,qual,1919,1,1,0,28661,28661,24-Mar-11,NA,NA,,18.1,16.8,378.1,376.8,747754.8,4308892,38.89399,-78.14333
192437,1,litu,1925,1,1,0,28848,28848,24-Mar-11,NA,NA,,17,11.5,377,491.5,747751,4309007,38.89502,-78.14333
192466,1,quru,1926,1,1,0,28877,28877,24-Mar-11,NA,NA,,13.3,1.7,373.3,501.7,747747.1,4309017,38.89511,-78.14337
192484,1,quru,1926,1,1,0,28895,28895,24-Mar-11,NA,NA,,17.4,11.2,377.4,511.2,747751,4309026,38.8952,-78.14332
192527,1,litu,1928,1,0,0,28934,28934,15-Mar-12,NA,NA,,11.9,5,371.9,545,747744.7,4309060,38.8955,-78.14338
192528,1,litu,1928,1,0,0,28935,28935,24-Mar-11,NA,NA,,12.4,9.7,372.4,549.7,747745.1,4309065,38.89554,-78.14338
192532,1,fagr,1928,1,0,0,28939,28939,24-Mar-11,NA,NA,,19.2,18.1,379.2,558.1,747751.7,4309073,38.89562,-78.1433
192533,1,litu,1928,1,0,0,28940,28940,24-Mar-11,NA,NA,,18.4,17.2,378.4,557.2,747750.9,4309072,38.89561,-78.14331
192534,1,litu,1928,1,0,0,28941,28941,24-Mar-11,NA,NA,,13.3,17.4,373.3,557.4,747745.8,4309072,38.89561,-78.14337
192542,1,litu,1929,1,1,0,28948,28948,24-Mar-11,NA,NA,,18.9,3.8,378.9,563.8,747751.2,4309079,38.89567,-78.1433
192543,1,litu,1929,1,0,0,28949,28949,24-Mar-11,NA,NA,,14.9,4.4,374.9,564.4,747747.2,4309079,38.89567,-78.14335
192544,1,litu,1929,1,1,0,28950,28950,24-Mar-11,NA,NA,,14.4,1.8,374.4,561.8,747746.8,4309077,38.89565,-78.14335
